斥,岿,老,矫埃,瘤开,惯傈樊,碍荐樊,浅加,浅氢,嚼档,老炼矫埃,老荤樊,傈款樊,矫沥
2018,3,15,9,何魂,1.97,1.1,5.7,250.0,92.0,0.0,0.31,10.0,440.0
2018,3,15,10,何魂,1.93,0.0,7.0,230.0,94.0,0.0,0.25,10.0,304.0
2018,3,15,11,何魂,1.97,0.0,4.2,230.0,94.0,0.0,0.22,10.0,310.0
2018,3,15,12,何魂,0.49,17.4,5.1,230.0,96.0,0.0,0.05,10.0,155.0
2018,3,15,13,何魂,0.87,0.0,5.7,230.0,96.0,0.0,0.07,10.0,155.0
2018,3,15,14,何魂,1.02,0.0,6.5,230.0,96.0,0.0,0.08,10.0,188.0
2018,3,15,15,何魂,1.37,35.1,8.4,250.0,96.0,0.0,0.11,10.0,108.0
2018,3,15,16,何魂,2.32,0.0,5.8,230.0,95.0,0.0,0.19,10.0,752.0
2018,3,15,17,何魂,1.44,0.0,6.2,250.0,94.0,0.0,0.13,10.0,1927.0
2018,3,15,18,何魂,0.41,3.6,3.1,250.0,94.0,0.0,0.05,10.0,1423.0
2018,3,15,19,何魂,0.64,0.0,3.6,270.0,95.0,0.0,0.0,10.0,651.0
2018,3,15,20,何魂,0.42,0.0,4.2,270.0,96.0,0.0,0.0,10.0,638.0
2018,3,15,21,何魂,0.0,2.7,2.4,270.0,96.0,0.0,0.0,10.0,378.0
2018,3,15,22,何魂,0.0,0.0,2.6,270.0,96.0,0.0,0.0,10.0,455.0
2018,3,15,23,何魂,0.0,0.0,1.4,250.0,96.0,0.0,0.0,10.0,181.0
2018,3,16,0,何魂,0.0,2.1,3.3,90.0,95.0,0.0,0.0,10.0,586.0
2018,3,16,1,何魂,0.0,0.0,4.8,50.0,95.0,0.0,0.0,10.0,822.0
2018,3,16,2,何魂,0.0,0.0,4.8,70.0,90.0,0.0,0.0,10.0,2000.0
2018,3,16,3,何魂,0.0,2.3,6.0,50.0,91.0,0.0,0.0,10.0,636.0
2018,3,16,4,何魂,0.0,0.0,6.6,50.0,87.0,0.0,0.0,10.0,2000.0
2018,3,16,5,何魂,0.0,0.0,6.0,50.0,85.0,0.0,0.0,10.0,2000.0
2018,3,16,6,何魂,0.0,0.2,6.3,50.0,79.0,0.0,0.0,10.0,1968.0
2018,3,16,7,何魂,0.0,0.0,5.4,50.0,79.0,0.0,0.02,10.0,1987.0
2018,3,16,8,何魂,0.09,0.0,6.8,50.0,71.0,0.0,0.09,10.0,1968.0
2018,3,16,9,何魂,1.15,0.0,6.9,50.0,67.0,0.0,0.27,10.0,2000.0
2018,3,16,10,何魂,3.95,0.0,6.4,50.0,61.0,0.0,0.43,10.0,1984.0
2018,3,16,11,何魂,8.67,0.0,7.0,50.0,59.0,0.0,0.8,10.0,1986.0
2018,3,16,12,何魂,14.75,0.0,7.0,50.0,49.0,0.1,0.86,9.0,1984.0
2018,3,16,13,何魂,35.4,0.0,5.6,50.0,47.0,1.0,1.95,5.0,2000.0
2018,3,16,14,何魂,36.77,0.0,5.4,50.0,43.0,1.0,2.15,1.0,2000.0
2018,3,16,15,何魂,33.44,0.0,5.9,50.0,44.0,1.0,1.33,1.0,1987.0
2018,3,16,16,何魂,28.37,0.0,6.0,50.0,45.0,1.0,0.34,0.0,2000.0
2018,3,16,17,何魂,18.19,0.0,5.2,50.0,48.0,1.0,0.63,0.0,2000.0
2018,3,16,18,何魂,6.55,0.0,4.9,50.0,50.0,1.0,0.27,0.0,2000.0
2018,3,16,19,何魂,1.81,0.0,5.3,50.0,52.0,0.3,0.06,0.0,2000.0
2018,3,16,20,何魂,1.85,0.0,4.6,50.0,56.0,0.0,0.0,0.0,2000.0
2018,3,16,21,何魂,2.22,0.0,3.5,50.0,58.0,0.0,0.0,3.0,2000.0
2018,3,16,22,何魂,1.68,0.0,3.3,20.0,60.0,0.0,0.0,0.0,2000.0
2018,3,16,23,何魂,1.5,0.0,4.6,20.0,60.0,0.0,0.0,0.0,2000.0
2018,3,17,0,何魂,0.55,0.0,4.4,20.0,61.0,0.0,0.0,8.0,2000.0
2018,3,17,1,何魂,0.03,0.0,3.9,20.0,60.0,0.0,0.0,0.0,2000.0
2018,3,17,2,何魂,0.02,0.0,4.5,20.0,60.0,0.0,0.0,0.0,2000.0
2018,3,17,3,何魂,0.0,0.0,3.8,20.0,60.0,0.0,0.0,8.0,2000.0
2018,3,17,4,何魂,0.0,0.0,3.4,50.0,62.0,0.0,0.0,4.0,2000.0
2018,3,17,5,何魂,0.0,0.0,3.4,20.0,62.0,0.0,0.0,7.0,2000.0
2018,3,17,6,何魂,0.0,0.0,3.6,20.0,62.0,0.0,0.0,8.0,2000.0
2018,3,17,7,何魂,0.06,0.0,3.8,20.0,63.0,0.0,0.02,8.0,2000.0
2018,3,17,8,何魂,4.15,0.0,3.0,20.0,60.0,0.1,0.24,7.0,2000.0
2018,3,17,9,何魂,15.67,0.0,2.7,50.0,54.0,0.9,0.88,2.0,2000.0
2018,3,17,10,何魂,26.31,0.0,3.9,50.0,55.0,1.0,0.94,3.0,2000.0
2018,3,17,11,何魂,31.47,0.0,3.6,70.0,54.0,1.0,1.69,0.0,2000.0
2018,3,17,12,何魂,35.55,0.0,4.2,90.0,53.0,1.0,2.02,0.0,1996.0
2018,3,17,13,何魂,36.75,0.0,4.9,110.0,57.0,1.0,2.84,0.0,2000.0
2018,3,17,14,何魂,36.22,0.0,4.2,110.0,57.0,1.0,2.87,0.0,2000.0
2018,3,17,15,何魂,34.44,0.0,3.8,140.0,55.0,1.0,2.53,0.0,2000.0
2018,3,17,16,何魂,27.63,0.0,3.5,140.0,59.0,1.0,2.01,0.0,2000.0
2018,3,17,17,何魂,15.57,0.0,3.1,110.0,60.0,1.0,0.83,0.0,2000.0
2018,3,17,18,何魂,6.22,0.0,2.0,110.0,64.0,0.8,0.02,4.0,2000.0
2018,3,17,19,何魂,1.81,0.0,1.4,70.0,67.0,0.0,0.0,0.0,2000.0
2018,3,17,20,何魂,1.85,0.0,1.2,90.0,69.0,0.0,0.0,0.0,2000.0
2018,3,17,21,何魂,2.21,0.0,1.6,90.0,71.0,0.0,0.0,1.0,2000.0
2018,3,17,22,何魂,1.68,0.0,1.2,20.0,74.0,0.0,0.0,0.0,2000.0
2018,3,17,23,何魂,1.5,0.0,0.9,50.0,72.0,0.0,0.0,0.0,2000.0
2018,3,18,0,何魂,0.56,0.0,0.0,0.0,74.0,0.0,0.0,7.0,2000.0
2018,3,18,1,何魂,0.03,0.0,1.0,320.0,77.0,0.0,0.0,0.0,2000.0
2018,3,18,2,何魂,0.02,0.0,0.1,0.0,78.0,0.0,0.0,0.0,2000.0
2018,3,18,3,何魂,0.0,0.0,0.3,0.0,80.0,0.0,0.0,0.0,2000.0
2018,3,18,4,何魂,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,2000.0
2018,3,18,5,何魂,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1991.0
2018,3,18,6,何魂,0.02,0.0,0.8,290.0,82.0,0.0,0.0,6.0,2000.0
2018,3,18,7,何魂,0.14,0.0,0.6,140.0,81.0,0.0,0.0,8.0,1997.0
2018,3,18,8,何魂,5.05,0.0,1.2,110.0,78.0,0.1,0.01,9.0,1790.0
2018,3,18,9,何魂,10.19,0.0,0.5,70.0,69.0,0.3,0.08,8.0,1948.0
2018,3,18,10,何魂,17.54,0.0,0.7,110.0,65.0,1.0,1.2,9.0,1937.0
2018,3,18,11,何魂,14.49,0.0,0.9,200.0,66.0,0.4,1.17,9.0,1885.0
2018,3,18,12,何魂,17.41,0.0,4.3,270.0,63.0,0.9,1.73,9.0,1989.0
2018,3,18,13,何魂,14.61,0.0,4.3,270.0,61.0,0.4,1.08,8.0,1964.0
2018,3,18,14,何魂,21.03,0.0,3.0,250.0,60.0,0.9,1.49,9.0,2000.0
2018,3,18,15,何魂,12.88,0.0,2.7,270.0,62.0,0.0,0.9,9.0,2000.0
2018,3,18,16,何魂,9.58,0.0,3.4,270.0,67.0,0.0,0.79,9.0,1992.0
2018,3,18,17,何魂,5.52,0.0,1.9,230.0,69.0,0.0,0.57,10.0,1879.0
2018,3,18,18,何魂,1.18,0.0,1.9,200.0,74.0,0.0,0.11,10.0,1835.0
2018,3,18,19,何魂,1.48,0.0,1.5,230.0,78.0,0.0,0.0,10.0,1103.0
2018,3,18,20,何魂,1.85,0.0,1.6,230.0,88.0,0.0,0.0,10.0,887.0
2018,3,18,21,何魂,1.63,0.8,0.9,50.0,91.0,0.0,0.0,10.0,424.0
2018,3,18,22,何魂,0.72,0.0,0.6,50.0,94.0,0.0,0.0,10.0,370.0
2018,3,18,23,何魂,0.0,0.0,1.1,50.0,95.0,0.0,0.0,10.0,257.0
2018,3,19,0,何魂,0.0,4.2,2.0,50.0,96.0,0.0,0.0,10.0,133.0
2018,3,19,1,何魂,0.0,0.0,2.0,50.0,96.0,0.0,0.0,10.0,212.0
2018,3,19,2,何魂,0.0,0.0,1.9,70.0,96.0,0.0,0.0,10.0,258.0
2018,3,19,3,何魂,0.0,4.4,2.1,50.0,96.0,0.0,0.0,10.0,175.0
2018,3,19,4,何魂,0.0,0.0,2.8,50.0,96.0,0.0,0.0,10.0,198.0
2018,3,19,5,何魂,0.0,0.0,2.8,50.0,97.0,0.0,0.0,10.0,158.0
2018,3,19,6,何魂,0.0,6.9,2.9,50.0,97.0,0.0,0.0,10.0,215.0
2018,3,19,7,何魂,0.0,0.0,2.2,50.0,97.0,0.0,0.0,10.0,140.0
2018,3,19,8,何魂,0.0,0.0,2.3,50.0,97.0,0.0,0.0,10.0,358.0
2018,3,19,9,何魂,0.69,8.5,3.0,50.0,97.0,0.0,0.07,10.0,235.0
2018,3,19,10,何魂,1.52,0.0,3.4,50.0,97.0,0.0,0.12,10.0,272.0
2018,3,19,11,何魂,2.94,0.0,4.8,50.0,97.0,0.0,0.13,10.0,373.0
2018,3,19,12,何魂,5.48,14.0,4.6,50.0,95.0,0.0,0.16,10.0,717.0
2018,3,19,13,何魂,5.31,0.0,5.0,50.0,93.0,0.0,0.23,10.0,552.0
2018,3,19,14,何魂,4.94,0.0,5.8,50.0,93.0,0.0,0.24,10.0,416.0
2018,3,19,15,何魂,3.68,2.3,5.7,50.0,92.0,0.0,0.22,10.0,897.0
2018,3,19,16,何魂,3.39,0.0,6.6,50.0,87.0,0.0,0.14,10.0,1969.0
2018,3,19,17,何魂,1.73,0.0,5.5,50.0,86.0,0.0,0.03,10.0,1905.0
2018,3,19,18,何魂,0.39,0.1,5.9,50.0,85.0,0.0,0.01,10.0,2000.0
2018,3,19,19,何魂,0.69,0.0,7.0,50.0,88.0,0.0,0.0,10.0,1588.0
2018,3,19,20,何魂,0.63,0.0,5.8,50.0,85.0,0.0,0.0,10.0,2000.0
2018,3,19,21,何魂,0.12,0.5,6.5,50.0,81.0,0.0,0.0,10.0,2000.0
2018,3,19,22,何魂,0.0,0.0,5.8,50.0,81.0,0.0,0.0,10.0,2000.0
2018,3,19,23,何魂,0.0,0.0,7.7,50.0,84.0,0.0,0.0,10.0,1761.0
2018,3,20,0,何魂,0.0,0.4,5.8,50.0,83.0,0.0,0.0,10.0,2000.0
2018,3,20,1,何魂,0.0,0.0,5.9,50.0,76.0,0.0,0.0,0.0,2000.0
2018,3,20,2,何魂,0.0,0.0,6.4,50.0,68.0,0.0,0.0,0.0,2000.0
2018,3,20,3,何魂,0.0,0.0,5.8,50.0,70.0,0.0,0.0,10.0,2000.0
2018,3,20,4,何魂,0.0,0.0,5.2,50.0,65.0,0.0,0.0,10.0,2000.0
2018,3,20,5,何魂,0.0,0.0,5.0,50.0,64.0,0.0,0.0,10.0,2000.0
2018,3,20,6,何魂,0.0,0.0,5.2,50.0,65.0,0.0,0.0,10.0,2000.0
2018,3,20,7,何魂,0.01,0.0,5.2,50.0,61.0,0.0,0.0,10.0,2000.0
2018,3,20,8,何魂,2.09,0.0,4.5,50.0,61.0,0.0,0.0,10.0,1995.0
2018,3,20,9,何魂,6.55,0.0,5.0,50.0,55.0,0.0,0.0,10.0,2000.0
2018,3,20,10,何魂,15.31,0.0,7.9,50.0,52.0,0.1,0.23,8.0,1951.0
2018,3,20,11,何魂,21.73,0.0,8.5,50.0,51.0,0.5,0.84,9.0,1960.0
2018,3,20,12,何魂,26.99,0.0,8.0,50.0,52.0,0.7,1.04,9.0,1965.0
2018,3,20,13,何魂,24.28,0.0,8.1,50.0,51.0,0.4,1.08,9.0,1988.0
2018,3,20,14,何魂,23.81,0.0,7.8,50.0,55.0,0.2,0.47,9.0,1994.0
2018,3,20,15,何魂,13.25,0.0,7.0,50.0,57.0,0.0,0.0,10.0,1986.0
2018,3,20,16,何魂,6.21,0.0,7.4,50.0,59.0,0.0,0.0,10.0,2000.0
2018,3,20,17,何魂,3.16,0.0,6.8,50.0,60.0,0.0,0.0,10.0,2000.0
2018,3,20,18,何魂,0.88,0.0,6.6,50.0,62.0,0.0,0.0,10.0,2000.0
2018,3,20,19,何魂,1.48,0.0,7.9,50.0,63.0,0.0,0.0,0.0,2000.0
2018,3,20,20,何魂,1.8,0.0,7.0,50.0,66.0,0.0,0.0,10.0,2000.0
2018,3,20,21,何魂,1.62,0.0,6.6,50.0,70.0,0.0,0.0,10.0,2000.0
2018,3,20,22,何魂,1.08,0.0,7.0,50.0,80.0,0.0,0.0,10.0,947.0
2018,3,20,23,何魂,0.38,0.0,7.0,50.0,85.0,0.0,0.0,10.0,805.0
2018,3,21,0,何魂,0.0,3.4,6.8,50.0,89.0,0.0,0.0,10.0,709.0
2018,3,21,1,何魂,0.0,0.0,6.0,50.0,91.0,0.0,0.0,10.0,973.0
2018,3,21,2,何魂,0.0,0.0,6.9,50.0,91.0,0.0,0.0,10.0,844.0
2018,3,21,3,何魂,0.0,4.2,6.2,50.0,91.0,0.0,0.0,10.0,1149.0
2018,3,21,4,何魂,0.0,0.0,5.5,50.0,93.0,0.0,0.0,10.0,1037.0
2018,3,21,5,何魂,0.0,0.0,4.9,50.0,93.0,0.0,0.0,10.0,551.0
2018,3,21,6,何魂,0.0,5.2,4.9,50.0,94.0,0.0,0.0,10.0,416.0
2018,3,21,7,何魂,0.0,0.0,4.3,50.0,95.0,0.0,0.01,10.0,661.0
2018,3,21,8,何魂,0.27,0.0,4.8,50.0,94.0,0.0,0.11,10.0,1884.0
2018,3,21,9,何魂,1.52,3.0,4.9,20.0,92.0,0.0,0.16,10.0,1985.0
2018,3,21,10,何魂,2.48,0.0,5.1,20.0,92.0,0.0,0.16,10.0,811.0
2018,3,21,11,何魂,3.48,0.0,4.5,20.0,94.0,0.0,0.26,10.0,465.0
2018,3,21,12,何魂,4.68,7.1,4.2,50.0,94.0,0.0,0.23,10.0,823.0
2018,3,21,13,何魂,6.99,0.0,4.3,50.0,92.0,0.0,0.16,10.0,2000.0
2018,3,21,14,何魂,3.93,0.0,5.5,20.0,89.0,0.0,0.44,10.0,1174.0
2018,3,21,15,何魂,6.03,1.7,4.3,20.0,88.0,0.0,0.59,10.0,1948.0
2018,3,21,16,何魂,7.05,0.0,3.8,20.0,88.0,0.0,0.59,10.0,1991.0
2018,3,21,17,何魂,5.7,0.0,3.9,20.0,85.0,0.0,0.54,10.0,2000.0
2018,3,21,18,何魂,2.48,0.8,3.1,20.0,84.0,0.0,0.26,10.0,2000.0
2018,3,21,19,何魂,1.06,0.0,3.0,20.0,81.0,0.0,0.08,0.0,2000.0
2018,3,21,20,何魂,0.97,0.0,3.6,20.0,78.0,0.0,0.0,0.0,2000.0
2018,3,21,21,何魂,0.13,0.0,4.1,20.0,75.0,0.0,0.0,10.0,2000.0
2018,3,21,22,何魂,0.0,0.0,4.8,20.0,72.0,0.0,0.0,0.0,2000.0
2018,3,21,23,何魂,0.0,0.0,5.0,20.0,70.0,0.0,0.0,0.0,2000.0
2018,3,22,0,何魂,0.0,0.0,3.7,360.0,72.0,0.0,0.0,10.0,2000.0
2018,3,22,1,何魂,0.0,0.0,3.6,340.0,79.0,0.0,0.0,0.0,2000.0
2018,3,22,2,何魂,0.0,0.0,3.6,340.0,78.0,0.0,0.0,0.0,2000.0
2018,3,22,3,何魂,0.0,0.0,3.0,290.0,78.0,0.0,0.0,10.0,2000.0
2018,3,22,4,何魂,0.0,0.0,5.0,320.0,78.0,0.0,0.0,10.0,2000.0
2018,3,22,5,何魂,0.0,0.0,4.9,320.0,77.0,0.0,0.0,10.0,2000.0
2018,3,22,6,何魂,0.0,0.0,4.5,320.0,78.0,0.0,0.0,9.0,2000.0
2018,3,22,7,何魂,0.04,0.0,5.1,320.0,76.0,0.0,0.03,9.0,2000.0
2018,3,22,8,何魂,3.56,0.0,4.4,340.0,74.0,0.1,0.34,9.0,2000.0
2018,3,22,9,何魂,5.65,0.0,4.7,340.0,71.0,0.2,0.5,9.0,2000.0
2018,3,22,10,何魂,11.54,0.0,4.4,320.0,64.0,0.0,0.32,9.0,2000.0
2018,3,22,11,何魂,29.88,0.0,4.1,290.0,54.0,0.4,1.03,3.0,1967.0
2018,3,22,12,何魂,35.9,0.0,4.4,290.0,48.0,1.0,2.28,0.0,2000.0
2018,3,22,13,何魂,36.89,0.0,3.9,290.0,42.0,1.0,2.16,0.0,1989.0
2018,3,22,14,何魂,35.67,0.0,2.8,290.0,35.0,1.0,2.26,0.0,2000.0
2018,3,22,15,何魂,33.62,0.0,3.1,290.0,31.0,1.0,2.44,0.0,2000.0
2018,3,22,16,何魂,26.95,0.0,3.1,290.0,30.0,1.0,1.52,0.0,2000.0
2018,3,22,17,何魂,17.05,0.0,4.2,230.0,42.0,1.0,0.5,0.0,2000.0
2018,3,22,18,何魂,7.05,0.0,3.0,200.0,50.0,1.0,0.25,0.0,2000.0
2018,3,22,19,何魂,1.94,0.0,2.5,230.0,59.0,0.0,0.0,0.0,2000.0
2018,3,22,20,何魂,1.85,0.0,0.7,270.0,65.0,0.0,0.0,0.0,2000.0
2018,3,22,21,何魂,2.22,0.0,1.7,320.0,64.0,0.0,0.0,0.0,2000.0
2018,3,22,22,何魂,1.68,0.0,1.5,270.0,68.0,0.0,0.0,0.0,2000.0
2018,3,22,23,何魂,1.48,0.0,3.0,290.0,69.0,0.0,0.0,0.0,1651.0
2018,3,23,0,何魂,0.03,0.0,0.3,0.0,68.0,0.0,0.0,0.0,2000.0
2018,3,23,1,何魂,0.02,0.0,1.3,340.0,66.0,0.0,0.0,0.0,2000.0
2018,3,23,2,何魂,0.0,0.0,2.0,340.0,63.0,0.0,0.0,0.0,2000.0
2018,3,23,3,何魂,0.0,0.0,3.4,340.0,63.0,0.0,0.0,0.0,1992.0
2018,3,23,4,何魂,0.0,0.0,3.2,290.0,62.0,0.0,0.0,0.0,2000.0
2018,3,23,5,何魂,0.0,0.0,5.0,340.0,57.0,0.0,0.0,0.0,1988.0
2018,3,23,6,何魂,0.01,0.0,0.9,110.0,68.0,0.0,0.0,0.0,1848.0
2018,3,23,7,何魂,0.27,0.0,1.8,320.0,60.0,0.1,0.17,0.0,1879.0
2018,3,23,8,何魂,6.35,0.0,1.0,140.0,57.0,1.0,0.2,0.0,1845.0
2018,3,23,9,何魂,16.83,0.0,1.4,140.0,49.0,1.0,0.55,0.0,1590.0
2018,3,23,10,何魂,26.34,0.0,1.2,250.0,35.0,1.0,1.17,0.0,1868.0
2018,3,23,11,何魂,26.58,0.0,3.5,200.0,35.0,1.0,2.22,0.0,1960.0
2018,3,23,12,何魂,34.91,0.0,3.0,230.0,37.0,1.0,2.43,0.0,1892.0
2018,3,23,13,何魂,36.45,0.0,5.7,200.0,45.0,1.0,2.39,0.0,1861.0
2018,3,23,14,何魂,35.53,0.0,5.8,200.0,54.0,1.0,2.53,0.0,1690.0
2018,3,23,15,何魂,33.56,0.0,5.6,200.0,55.0,1.0,1.97,0.0,1865.0
2018,3,23,16,何魂,27.02,0.0,5.8,200.0,47.0,1.0,1.35,0.0,1900.0
2018,3,23,17,何魂,17.16,0.0,5.9,230.0,47.0,1.0,0.44,0.0,2000.0
2018,3,23,18,何魂,7.17,0.0,5.5,230.0,44.0,1.0,0.01,0.0,2000.0
2018,3,23,19,何魂,1.94,0.0,3.3,200.0,63.0,0.3,0.01,0.0,1841.0
2018,3,23,20,何魂,1.85,0.0,1.9,270.0,66.0,0.0,0.0,0.0,1807.0
2018,3,23,21,何魂,2.22,0.0,2.7,230.0,53.0,0.0,0.0,0.0,1869.0
2018,3,23,22,何魂,1.68,0.0,1.8,230.0,55.0,0.0,0.0,0.0,1687.0
2018,3,23,23,何魂,1.47,0.0,3.6,270.0,56.0,0.0,0.0,0.0,1758.0
2018,3,24,0,何魂,0.03,0.0,2.5,270.0,59.0,0.0,0.0,0.0,1696.0
2018,3,24,1,何魂,0.02,0.0,2.7,320.0,59.0,0.0,0.0,0.0,1842.0
2018,3,24,2,何魂,0.0,0.0,4.3,340.0,51.0,0.0,0.0,0.0,1479.0
2018,3,24,3,何魂,0.0,0.0,1.9,290.0,53.0,0.0,0.0,3.0,1764.0
2018,3,24,4,何魂,0.0,0.0,2.0,270.0,56.0,0.0,0.0,3.0,1555.0
2018,3,24,5,何魂,0.01,0.0,2.9,290.0,54.0,0.0,0.0,5.0,1550.0
2018,3,24,6,何魂,0.01,0.0,5.1,340.0,55.0,0.0,0.0,4.0,1423.0
2018,3,24,7,何魂,0.15,0.0,1.4,320.0,52.0,0.0,0.0,3.0,1654.0
2018,3,24,8,何魂,5.06,0.0,1.3,250.0,47.0,0.0,0.0,3.0,1495.0
2018,3,24,9,何魂,12.87,0.0,1.8,290.0,38.0,1.0,0.31,5.0,1311.0
2018,3,24,10,何魂,22.3,0.0,2.1,290.0,34.0,1.0,1.2,4.0,1099.0
2018,3,24,11,何魂,27.22,0.0,1.7,340.0,35.0,1.0,2.17,0.0,794.0
2018,3,24,12,何魂,30.17,0.0,3.6,290.0,32.0,1.0,2.7,0.0,723.0
2018,3,24,13,何魂,31.48,0.0,4.9,230.0,33.0,1.0,2.13,0.0,950.0
2018,3,24,14,何魂,30.32,0.0,6.3,200.0,43.0,1.0,2.13,0.0,1277.0
2018,3,24,15,何魂,27.89,0.0,6.4,230.0,35.0,1.0,1.88,0.0,1019.0
2018,3,24,16,何魂,21.82,0.0,6.2,200.0,38.0,1.0,1.31,0.0,1544.0
2018,3,24,17,何魂,13.03,0.0,6.8,250.0,39.0,1.0,0.64,0.0,1258.0
2018,3,24,18,何魂,5.31,0.0,4.0,230.0,50.0,0.8,0.3,0.0,840.0
2018,3,24,19,何魂,1.81,0.0,4.1,250.0,47.0,0.0,0.0,0.0,835.0
2018,3,24,20,何魂,1.84,0.0,5.1,270.0,49.0,0.0,0.0,0.0,762.0
2018,3,24,21,何魂,2.21,0.0,5.0,270.0,54.0,0.0,0.0,0.0,639.0
2018,3,24,22,何魂,1.68,0.0,6.0,270.0,57.0,0.0,0.0,0.0,585.0
2018,3,24,23,何魂,1.47,0.0,3.2,250.0,50.0,0.0,0.0,0.0,629.0
2018,3,25,0,何魂,0.03,0.0,4.5,270.0,42.0,0.0,0.0,0.0,723.0
2018,3,25,1,何魂,0.02,0.0,2.3,270.0,52.0,0.0,0.0,0.0,629.0
2018,3,25,2,何魂,0.0,0.0,0.6,70.0,59.0,0.0,0.0,0.0,531.0
2018,3,25,3,何魂,0.0,0.0,1.1,320.0,63.0,0.0,0.0,0.0,469.0
2018,3,25,4,何魂,0.0,0.0,1.5,290.0,65.0,0.0,0.0,0.0,443.0
2018,3,25,5,何魂,0.01,0.0,1.8,320.0,64.0,0.0,0.0,0.0,442.0
2018,3,25,6,何魂,0.0,0.0,3.4,290.0,67.0,0.0,0.0,0.0,411.0
2018,3,25,7,何魂,0.3,0.0,2.9,340.0,59.0,0.0,0.0,0.0,460.0
2018,3,25,8,何魂,6.03,0.0,1.5,230.0,50.0,0.2,0.02,0.0,598.0
2018,3,25,9,何魂,15.81,0.0,2.4,270.0,41.0,1.0,0.56,0.0,771.0
2018,3,25,10,何魂,25.71,0.0,2.1,270.0,31.0,1.0,1.37,0.0,1258.0
2018,3,25,11,何魂,30.92,0.0,4.6,250.0,35.0,1.0,1.62,0.0,1009.0
2018,3,25,12,何魂,34.42,0.0,4.9,250.0,30.0,1.0,2.53,0.0,1135.0
2018,3,25,13,何魂,35.68,0.0,4.4,250.0,28.0,1.0,2.29,0.0,1300.0
2018,3,25,14,何魂,34.41,0.0,6.0,200.0,34.0,1.0,1.91,0.0,1230.0
2018,3,25,15,何魂,32.6,0.0,6.3,200.0,33.0,1.0,1.27,0.0,1519.0
2018,3,25,16,何魂,25.91,0.0,6.4,200.0,35.0,1.0,1.13,0.0,1411.0
2018,3,25,17,何魂,16.35,0.0,6.0,230.0,43.0,1.0,1.02,0.0,1152.0
2018,3,25,18,何魂,6.75,0.0,6.0,250.0,53.0,1.0,0.35,0.0,682.0
2018,3,25,19,何魂,1.9,0.0,3.3,250.0,57.0,0.1,0.01,0.0,693.0
2018,3,25,20,何魂,1.84,0.0,3.3,270.0,64.0,0.0,0.0,0.0,591.0
2018,3,25,21,何魂,2.21,0.0,5.0,270.0,59.0,0.0,0.0,0.0,675.0
2018,3,25,22,何魂,1.68,0.0,3.9,290.0,63.0,0.0,0.0,0.0,628.0
2018,3,25,23,何魂,1.48,0.0,2.5,270.0,65.0,0.0,0.0,0.0,591.0
2018,3,26,0,何魂,0.03,0.0,1.9,250.0,58.0,0.0,0.0,0.0,765.0
2018,3,26,1,何魂,0.02,0.0,2.4,250.0,54.0,0.0,0.0,0.0,866.0
2018,3,26,2,何魂,0.0,0.0,4.0,360.0,42.0,0.0,0.0,0.0,974.0
2018,3,26,3,何魂,0.0,0.0,3.1,340.0,39.0,0.0,0.0,0.0,1140.0
2018,3,26,4,何魂,0.0,0.0,3.3,360.0,35.0,0.0,0.0,0.0,1424.0
2018,3,26,5,何魂,0.01,0.0,2.5,360.0,34.0,0.0,0.0,0.0,1648.0
2018,3,26,6,何魂,0.0,0.0,3.4,320.0,32.0,0.0,0.0,0.0,1796.0
2018,3,26,7,何魂,0.34,0.0,2.6,290.0,32.0,0.0,0.0,0.0,1989.0
2018,3,26,8,何魂,6.77,0.0,3.1,340.0,30.0,1.0,0.12,0.0,1922.0
2018,3,26,9,何魂,17.04,0.0,1.3,270.0,27.0,1.0,0.89,0.0,1925.0
2018,3,26,10,何魂,26.23,0.0,1.8,180.0,27.0,1.0,1.61,1.0,1691.0
2018,3,26,11,何魂,30.63,0.0,4.2,290.0,25.0,1.0,2.18,2.0,1425.0
2018,3,26,12,何魂,32.97,0.0,3.5,340.0,25.0,1.0,2.33,4.0,1138.0
2018,3,26,13,何魂,33.78,0.0,3.9,180.0,33.0,1.0,2.83,4.0,1488.0
2018,3,26,14,何魂,31.26,0.0,5.8,200.0,34.0,1.0,2.65,5.0,1033.0
2018,3,26,15,何魂,30.08,0.0,5.6,200.0,30.0,1.0,1.68,4.0,1159.0
2018,3,26,16,何魂,25.43,0.0,6.3,230.0,31.0,1.0,1.28,2.0,1235.0
2018,3,26,17,何魂,15.87,0.0,4.5,180.0,59.0,1.0,0.43,0.0,903.0
2018,3,26,18,何魂,6.71,0.0,1.8,200.0,55.0,1.0,0.53,0.0,1087.0
2018,3,26,19,何魂,2.03,0.0,3.3,230.0,53.0,0.0,0.01,0.0,1172.0
2018,3,26,20,何魂,1.92,0.0,2.8,200.0,58.0,0.0,0.0,0.0,1259.0
2018,3,26,21,何魂,2.29,0.0,3.0,200.0,57.0,0.0,0.0,0.0,1270.0
2018,3,26,22,何魂,1.75,0.0,5.3,270.0,49.0,0.0,0.0,0.0,1563.0
2018,3,26,23,何魂,1.11,0.0,3.1,290.0,54.0,0.0,0.0,0.0,1262.0
2018,3,27,0,何魂,0.03,0.0,1.8,200.0,53.0,0.0,0.0,0.0,1179.0
