지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),시정(10m),지면온도(°C)
288,밀양,2021-01-01 23:00,-4.2,,0,0,81,,,,0,1108,-2.8
288,밀양,2021-01-02 00:00,-4.8,,.1,0,83,,,,0,1029,-3.4
288,밀양,2021-01-02 01:00,-5.3,,0,0,86,,,,0,830,-3.8
288,밀양,2021-01-02 02:00,-5.1,,.1,0,85,,,,0,1179,-3.6
288,밀양,2021-01-02 03:00,-4.2,,0,0,84,,,,8,1395,-2.5
288,밀양,2021-01-02 04:00,-3.3,,0,0,77,,,,9,1669,-2.4
288,밀양,2021-01-02 05:00,-3.4,,.1,0,79,,,,9,1668,-2.6
288,밀양,2021-01-02 06:00,-4.1,,.2,0,85,,,,0,1467,-3.2
288,밀양,2021-01-02 07:00,-4.2,,0,0,84,,,,0,1379,-3.9
288,밀양,2021-01-02 08:00,-3.4,,0,0,82,0,,,1,1328,-2.9
288,밀양,2021-01-02 09:00,-2.5,,0,0,76,.5,,,4,1515,-2
288,밀양,2021-01-02 10:00,-1,,0,0,70,.7,,,4,1366,-.8
288,밀양,2021-01-02 11:00,1.9,,1.6,320,47,.8,,,3,2000,.2
288,밀양,2021-01-02 12:00,2.2,,2.4,340,41,1,,,4,1963,2.3
288,밀양,2021-01-02 13:00,3,,2.8,360,39,.8,,,7,1783,4.5
288,밀양,2021-01-02 14:00,3.7,,3,340,31,1,,,3,2000,8
288,밀양,2021-01-02 15:00,3.8,,2.8,360,26,1,,,0,1834,8
288,밀양,2021-01-02 16:00,3,,3,340,26,1,,,0,2000,4.5
288,밀양,2021-01-02 17:00,1.5,,2,340,26,.1,,,0,2000,.9
288,밀양,2021-01-02 18:00,0,,1,320,28,0,,,0,2000,-.3
288,밀양,2021-01-02 19:00,-.5,,1.1,360,28,,,,0,1927,-.8
288,밀양,2021-01-02 20:00,-2.3,,.3,0,38,,,,0,2000,-1.4
288,밀양,2021-01-02 21:00,-3.6,,.1,0,49,,,,0,2000,-2.2
288,밀양,2021-01-02 22:00,-3.4,,1.3,290,40,,,,0,2000,-3
288,밀양,2021-01-02 23:00,-3.1,,.6,320,40,,,,0,2000,-3.4
288,밀양,2021-01-03 00:00,-2.6,,1.4,320,33,,,,0,2000,-3.8
288,밀양,2021-01-03 01:00,-3.7,,.2,0,40,,,,4,2000,-4.2
288,밀양,2021-01-03 02:00,-5,,.3,0,52,,,,5,2000,-4.6
288,밀양,2021-01-03 03:00,-4.3,,.4,0,46,,,,9,2000,-4.6
288,밀양,2021-01-03 04:00,-5.2,,.3,0,57,,,,9,2000,-4.7
288,밀양,2021-01-03 05:00,-5.3,,.1,0,62,,,,10,2000,-4.4
288,밀양,2021-01-03 06:00,-4.6,,.2,0,56,,,,10,2000,-4.1
288,밀양,2021-01-03 07:00,-2.1,,1.7,320,30,,,,9,2000,-3.8
288,밀양,2021-01-03 08:00,-1.8,,2,340,24,0,,,9,2000,-3.6
288,밀양,2021-01-03 09:00,-2.1,,1.2,20,28,.3,,,0,1865,-3.6
288,밀양,2021-01-03 10:00,-.3,,1.5,360,28,1,,,0,2000,-.9
288,밀양,2021-01-03 11:00,.1,,1.9,50,26,1,,,0,2000,-.2
288,밀양,2021-01-03 12:00,2.3,,5.4,340,21,1,,,0,2000,1.3
288,밀양,2021-01-03 13:00,2.9,,4.3,340,23,1,,,5,2000,4.4
288,밀양,2021-01-03 14:00,3.6,,4.2,340,22,1,,,5,1920,6.2
288,밀양,2021-01-03 15:00,2.7,,3.7,340,26,.4,,,9,2000,4.6
288,밀양,2021-01-03 16:00,2.4,,2,340,27,0,,,10,2000,2.8
288,밀양,2021-01-03 17:00,1.9,,.8,320,30,0,,,10,2000,1.1
288,밀양,2021-01-03 18:00,1.7,,1.3,320,29,0,,,10,2000,-.3
288,밀양,2021-01-03 19:00,1,,.7,320,33,,,,10,2000,-.4
288,밀양,2021-01-03 20:00,.5,,1.3,340,37,,,,8,2000,-.6
288,밀양,2021-01-03 21:00,-.3,,1,320,43,,,,7,1943,-.8
288,밀양,2021-01-03 22:00,-.6,,.5,50,43,,,,8,2000,-1.2
288,밀양,2021-01-03 23:00,-.6,,.5,50,43,,,,8,2000,-1.6
288,밀양,2021-01-04 00:00,-.4,,.4,0,43,,,,10,2000,-1.8
288,밀양,2021-01-04 01:00,-1.5,,.4,0,51,,,,9,1987,-2.2
288,밀양,2021-01-04 02:00,-1.2,,.5,50,44,,,,6,2000,-2.7
288,밀양,2021-01-04 03:00,-3,,0,0,53,,,,0,2000,-3.6
288,밀양,2021-01-04 04:00,-5.2,,.1,0,71,,,,0,1833,-4.3
288,밀양,2021-01-04 05:00,-6.3,,0,0,76,,,,0,1597,-4.9
288,밀양,2021-01-04 06:00,-6.3,,.5,270,74,,,,0,1697,-5.2
288,밀양,2021-01-04 07:00,-6.4,,.3,0,74,,,,0,1650,-5.6
288,밀양,2021-01-04 08:00,-6.6,,.3,0,76,0,,,0,1035,-5.6
288,밀양,2021-01-04 09:00,-4.5,,.2,0,71,.5,,,0,1102,-4.3
288,밀양,2021-01-04 10:00,-1.7,,.2,0,50,1,,,0,1149,-.9
288,밀양,2021-01-04 11:00,.7,,.2,0,40,1,,,0,1833,-.1
288,밀양,2021-01-04 12:00,3.6,,1.2,70,28,1,,,0,1987,2.5
288,밀양,2021-01-04 13:00,4.6,,.5,20,30,1,,,0,1897,6.3
288,밀양,2021-01-04 14:00,5.8,,.5,360,31,1,,,0,1976,8.5
288,밀양,2021-01-04 15:00,6.5,,.3,0,29,1,,,0,1817,9.1
288,밀양,2021-01-04 16:00,6.5,,.3,0,31,1,,,0,1937,6.4
288,밀양,2021-01-04 17:00,4.1,,.7,230,41,.1,,,0,1855,2.9
288,밀양,2021-01-04 18:00,1.8,,.1,0,49,0,,,0,1520,0
288,밀양,2021-01-04 19:00,-.5,,.4,0,61,,,,0,1390,-.4
288,밀양,2021-01-04 20:00,-1.1,,.3,0,64,,,,0,1196,-.8
288,밀양,2021-01-04 21:00,-1.7,,0,0,66,,,,6,1169,-1
288,밀양,2021-01-04 22:00,-2.4,,.5,360,71,,,,9,1141,-1.4
288,밀양,2021-01-04 23:00,-3,,.1,0,76,,,,8,898,-1.6
288,밀양,2021-01-05 00:00,-3.1,,0,0,76,,,,6,899,-1.9
288,밀양,2021-01-05 01:00,-3.2,,.1,0,79,,,,10,888,-1.9
288,밀양,2021-01-05 02:00,-3,,.2,0,78,,,,7,701,-2.2
288,밀양,2021-01-05 03:00,-2.7,,.2,0,76,,,,10,944,-2.1
288,밀양,2021-01-05 04:00,-3.1,,0,0,79,,,,9,916,-2.3
288,밀양,2021-01-05 05:00,-3.5,,0,0,82,,,,6,877,-2.8
288,밀양,2021-01-05 06:00,-4.9,,.2,0,86,,,,0,708,-3.4
288,밀양,2021-01-05 07:00,-4.7,,0,0,85,,,,0,692,-3.9
288,밀양,2021-01-05 08:00,-4.8,,0,0,84,0,,,0,745,-4
288,밀양,2021-01-05 09:00,-2.9,,.1,0,76,0,,,9,829,-2.1
288,밀양,2021-01-05 10:00,-.8,,.2,0,68,.4,,,7,842,-.8
288,밀양,2021-01-05 11:00,2.5,,.1,0,57,.5,,,5,954,-.2
288,밀양,2021-01-05 12:00,5.1,,2,360,37,1,,,6,1228,4.8
288,밀양,2021-01-05 13:00,4.6,,3.1,290,33,.4,,,9,1752,3.6
288,밀양,2021-01-05 14:00,3.9,,2.6,340,31,0,,,9,1913,3.9
288,밀양,2021-01-05 15:00,4,,1.9,320,28,0,,,10,2000,4.8
288,밀양,2021-01-05 16:00,2.9,,2,320,23,0,,,9,2000,3.2
288,밀양,2021-01-05 17:00,1.6,,3,340,19,0,,,10,2000,.8
288,밀양,2021-01-05 18:00,.5,,2.2,320,18,0,,,10,2000,-.5
288,밀양,2021-01-05 19:00,.2,,1.4,340,19,,,,10,2000,-.7
288,밀양,2021-01-05 20:00,-.5,,1.7,360,21,,,,10,2000,-1
288,밀양,2021-01-05 21:00,-1.5,,1.9,340,25,,,,8,2000,-1.8
288,밀양,2021-01-05 22:00,-2.8,,1.8,340,27,,,,5,2000,-2.7
288,밀양,2021-01-05 23:00,-3.4,,.6,360,29,,,,0,2000,-3.8
288,밀양,2021-01-06 00:00,-4.3,,.5,320,30,,,,0,2000,-4.7
288,밀양,2021-01-06 01:00,-5.6,,0,0,37,,,,0,2000,-5.6
288,밀양,2021-01-06 02:00,-6.4,,.2,0,45,,,,0,2000,-6.4
288,밀양,2021-01-06 03:00,-6.4,,.1,0,45,,,,0,2000,-6.9
288,밀양,2021-01-06 04:00,-7.6,,.2,0,51,,,,0,2000,-7.3
288,밀양,2021-01-06 05:00,-7.4,,.7,20,48,,,,0,2000,-7.8
288,밀양,2021-01-06 06:00,-8,,.6,270,55,,,,0,2000,-7.8
288,밀양,2021-01-06 07:00,-8.9,,.2,0,60,,,,0,2000,-8.4
288,밀양,2021-01-06 08:00,-9.5,,.5,290,64,0,,,0,2000,-8.5
288,밀양,2021-01-06 09:00,-6.1,,.5,250,47,.5,,,0,1789,-6.5
288,밀양,2021-01-06 10:00,-3.6,,.6,90,39,1,,,0,2000,-.9
288,밀양,2021-01-06 11:00,-1.7,,2.7,320,34,1,,,0,2000,.5
288,밀양,2021-01-06 12:00,-.5,,3.1,340,33,1,,,0,2000,3.7
288,밀양,2021-01-06 13:00,.1,,2.6,360,31,1,,,5,1800,7
288,밀양,2021-01-06 14:00,1.1,,2.4,340,29,1,,,0,2000,8.8
288,밀양,2021-01-06 15:00,1,,1,290,30,1,,,0,1817,7.9
288,밀양,2021-01-06 16:00,1.4,,1.2,290,30,1,,,0,2000,2.4
288,밀양,2021-01-06 17:00,.1,,.8,250,33,.1,,,0,2000,-.3
288,밀양,2021-01-06 18:00,-2.5,,0,0,45,0,,,0,2000,-1.5
288,밀양,2021-01-06 19:00,-3.2,,0,0,50,,,,1,2000,-2.4
288,밀양,2021-01-06 20:00,-4.8,,.4,0,62,,,,8,2000,-3.1
288,밀양,2021-01-06 21:00,-4.9,,.5,320,63,,,,8,2000,-3.5
288,밀양,2021-01-06 22:00,-3.4,,.4,0,55,,,,10,2000,-2.9
288,밀양,2021-01-06 23:00,-4.6,,.4,0,63,,,,10,2000,-3.5
288,밀양,2021-01-07 00:00,-4.4,,.2,0,62,,,,9,1918,-3.1
288,밀양,2021-01-07 01:00,-3.4,,.3,0,58,,,,8,2000,-3.7
288,밀양,2021-01-07 02:00,-1.5,,2.8,250,62,,,,9,1337,-2.8
288,밀양,2021-01-07 03:00,-2.4,0,2.8,320,65,,,,10,1504,-2.6
288,밀양,2021-01-07 04:00,-2.8,,2.3,270,46,,,,10,2000,-3.7
288,밀양,2021-01-07 05:00,-4.1,,4.1,320,39,,,,10,2000,-3.6
288,밀양,2021-01-07 06:00,-5.2,,3.1,290,38,,,,10,2000,-4.5
288,밀양,2021-01-07 07:00,-6.5,,3.5,340,57,,,,0,819,-4.6
288,밀양,2021-01-07 08:00,-8.6,,3.4,360,52,0,,,7,1885,-6
288,밀양,2021-01-07 09:00,-7.9,,2.7,320,35,.5,,,0,2000,-5.7
288,밀양,2021-01-07 10:00,-6.9,,4.8,340,22,1,,,0,2000,-1.9
288,밀양,2021-01-07 11:00,-6.2,,4.8,340,18,1,,,0,2000,-.6
288,밀양,2021-01-07 12:00,-6,,4.7,360,17,1,,,0,2000,.9
288,밀양,2021-01-07 13:00,-5.8,,4.5,340,18,1,,,0,1800,3.5
288,밀양,2021-01-07 14:00,-5.1,,4.4,340,17,1,,,0,1966,4.2
288,밀양,2021-01-07 15:00,-5.6,,4,360,16,1,,,0,2000,3.1
288,밀양,2021-01-07 16:00,-6.1,,2.8,340,19,1,,,0,2000,-.5
288,밀양,2021-01-07 17:00,-7.4,,3.8,360,22,.1,,,0,2000,-1.9
288,밀양,2021-01-07 18:00,-8.4,,2.4,340,24,0,,,0,2000,-4.1
288,밀양,2021-01-07 19:00,-9.2,,1.9,340,27,,,,0,2000,-5.4
288,밀양,2021-01-07 20:00,-9.6,,1.6,340,24,,,,0,2000,-6.5
288,밀양,2021-01-07 21:00,-9.9,,2.4,340,24,,,,0,2000,-7.3
288,밀양,2021-01-07 22:00,-10.5,,1.2,320,28,,,,0,2000,-8.1
288,밀양,2021-01-07 23:00,-11.3,,1.1,290,31,,,,0,2000,-8.8
288,밀양,2021-01-08 00:00,-10.8,,1,320,30,,,,0,2000,-9.2
288,밀양,2021-01-08 01:00,-11.1,,.8,320,34,,,,0,2000,-9.5
288,밀양,2021-01-08 02:00,-12,,.4,0,38,,,,0,2000,-10
288,밀양,2021-01-08 03:00,-12,,1.2,290,37,,,,0,2000,-10.3
288,밀양,2021-01-08 04:00,-12.8,,.9,320,47,,,,0,2000,-10.6
288,밀양,2021-01-08 05:00,-13.4,,.5,320,52,,,,0,2000,-10.9
288,밀양,2021-01-08 06:00,-13.8,,.4,0,57,,,,0,2000,-11.2
288,밀양,2021-01-08 07:00,-13.5,,.6,340,57,,,,0,2000,-11.4
288,밀양,2021-01-08 08:00,-12.2,,1.4,320,45,0,,,0,2000,-11.1
288,밀양,2021-01-08 09:00,-10.4,,2,320,36,.5,,,0,2000,-9.3
288,밀양,2021-01-08 10:00,-9.1,,1.8,290,33,1,,,0,2000,-3.2
288,밀양,2021-01-08 11:00,-7.5,,2.6,360,27,1,,,0,2000,-.6
288,밀양,2021-01-08 12:00,-6.2,,1.1,320,27,1,,,0,1842,1.6
288,밀양,2021-01-08 13:00,-6.2,,2.7,340,26,1,,,0,2000,4.4
288,밀양,2021-01-08 14:00,-4.8,,1.7,340,25,1,,,0,2000,5.9
288,밀양,2021-01-08 15:00,-3.7,,1.9,320,25,1,,,0,2000,5.2
288,밀양,2021-01-08 16:00,-4.4,,2.6,320,27,1,,,1,1800,-.3
288,밀양,2021-01-08 17:00,-5.3,,1.7,320,31,.1,,,0,2000,-1.3
288,밀양,2021-01-08 18:00,-6.4,,1.6,340,35,0,,,0,2000,-3.3
288,밀양,2021-01-08 19:00,-7.3,,1.1,340,37,,,,0,2000,-4.6
288,밀양,2021-01-08 20:00,-8,,.7,320,36,,,,0,2000,-5.8
288,밀양,2021-01-08 21:00,-8.6,,.8,320,36,,,,0,2000,-6.9
288,밀양,2021-01-08 22:00,-10,,0,0,46,,,,0,2000,-8
288,밀양,2021-01-08 23:00,-11.2,,.2,0,52,,,,0,2000,-9
288,밀양,2021-01-09 00:00,-10.3,,0,0,51,,,,0,2000,-9.6
288,밀양,2021-01-09 01:00,-10.8,,.4,0,50,,,,0,2000,-10
288,밀양,2021-01-09 02:00,-10.6,,.3,0,49,,,,0,2000,-10.3
288,밀양,2021-01-09 03:00,-11.6,,.5,270,54,,,,0,2000,-10.6
288,밀양,2021-01-09 04:00,-11.8,,.3,0,57,,,,0,2000,-10.9
288,밀양,2021-01-09 05:00,-11.9,,.2,0,62,,,,0,2000,-11
288,밀양,2021-01-09 06:00,-13,,0,0,68,,,,0,2000,-11.3
288,밀양,2021-01-09 07:00,-13.3,,.2,0,69,,,,0,2000,-11.5
288,밀양,2021-01-09 08:00,-13.4,,.3,0,71,0,,,0,2000,-11.4
288,밀양,2021-01-09 09:00,-10.7,,.5,250,60,.6,,,1,1847,-9
288,밀양,2021-01-09 10:00,-7.3,,.3,0,41,1,,,0,2000,-2.3
288,밀양,2021-01-09 11:00,-5.1,,2.4,320,27,1,,,0,1800,-.3
288,밀양,2021-01-09 12:00,-3.7,,1.5,320,24,1,,,0,1800,3
288,밀양,2021-01-09 13:00,-2.1,,2.1,290,23,1,,,0,1957,6
288,밀양,2021-01-09 14:00,-2,,2.4,320,23,1,,,0,1703,6.9
288,밀양,2021-01-09 15:00,-1.2,,1.9,340,24,1,,,0,2000,6.2
288,밀양,2021-01-09 16:00,-1.3,,1.8,340,25,1,,,0,2000,.7
288,밀양,2021-01-09 17:00,-2.6,,1.8,320,28,.1,,,3,2000,-.9
288,밀양,2021-01-09 18:00,-4.1,,2.4,340,37,0,,,0,2000,-2.5
288,밀양,2021-01-09 19:00,-5.9,,.6,320,43,,,,0,2000,-3.9
288,밀양,2021-01-09 20:00,-5.9,,.6,360,40,,,,0,2000,-5
288,밀양,2021-01-09 21:00,-6.5,,1.2,340,40,,,,0,2000,-6
288,밀양,2021-01-09 22:00,-6.4,,1.7,360,37,,,,0,2000,-6.5
288,밀양,2021-01-09 23:00,-7.2,,1.1,320,42,,,,0,2000,-7.1
288,밀양,2021-01-10 00:00,-8.1,,1.6,320,46,,,,0,2000,-7.7
288,밀양,2021-01-10 01:00,-8.3,,.6,320,49,,,,0,2000,-8.3
288,밀양,2021-01-10 02:00,-8.8,,.3,0,54,,,,0,2000,-8.8
288,밀양,2021-01-10 03:00,-10,,0,0,61,,,,0,2000,-9.4
288,밀양,2021-01-10 04:00,-10.7,,.1,0,68,,,,0,2000,-9.8
288,밀양,2021-01-10 05:00,-11.3,,.1,0,71,,,,0,2000,-10.1
288,밀양,2021-01-10 06:00,-11.8,,.1,0,76,,,,0,2000,-10.3
288,밀양,2021-01-10 07:00,-12,,0,0,77,,,,0,2000,-10.5
288,밀양,2021-01-10 08:00,-11.9,,.3,0,77,0,,,0,2000,-10.5
288,밀양,2021-01-10 09:00,-9.2,,.2,0,66,.6,,,0,1947,-8
288,밀양,2021-01-10 10:00,-6.4,,.4,0,55,1,,,0,2000,-1.7
288,밀양,2021-01-10 11:00,-4.1,,.6,180,43,1,,,0,1976,.3
288,밀양,2021-01-10 12:00,-1.6,,.6,140,38,1,,,0,2000,4.7
288,밀양,2021-01-10 13:00,0,,1.2,290,34,1,,,0,2000,8.1
288,밀양,2021-01-10 14:00,1.9,,2.5,320,31,1,,,0,1942,9.4
288,밀양,2021-01-10 15:00,2.3,,2.4,290,30,1,,,0,2000,8.2
288,밀양,2021-01-10 16:00,1.5,,2.7,290,34,1,,,0,2000,2.1
288,밀양,2021-01-10 17:00,.4,,2,290,38,.1,,,0,2000,-.5
288,밀양,2021-01-10 18:00,-2.3,,.2,0,49,0,,,1,2000,-1.8
288,밀양,2021-01-10 19:00,-4,,.5,270,55,,,,0,2000,-3.1
288,밀양,2021-01-10 20:00,-4.9,,.2,0,61,,,,0,2000,-4.1
288,밀양,2021-01-10 21:00,-6.3,,.2,0,67,,,,0,2000,-5
288,밀양,2021-01-10 22:00,-6.5,,0,0,67,,,,0,1852,-5.8
288,밀양,2021-01-10 23:00,-6.3,,.4,0,65,,,,5,2000,-6.3
288,밀양,2021-01-11 00:00,-8,,.1,0,74,,,,6,2000,-6.8
288,밀양,2021-01-11 01:00,-8,,.2,0,74,,,,8,2000,-7
288,밀양,2021-01-11 02:00,-8.2,,.2,0,73,,,,10,2000,-6.8
288,밀양,2021-01-11 03:00,-8.4,,.4,0,77,,,,10,1925,-6.7
288,밀양,2021-01-11 04:00,-7.8,,0,0,75,,,,10,1950,-7.1
288,밀양,2021-01-11 05:00,-7.9,,0,0,73,,,,10,2000,-7.2
288,밀양,2021-01-11 06:00,-8.4,,.2,0,78,,,,10,1975,-7.3
288,밀양,2021-01-11 07:00,-7.7,,.5,50,70,,,,10,1702,-6.6
288,밀양,2021-01-11 08:00,-7.9,,.4,0,75,0,,,10,1547,-6.6
288,밀양,2021-01-11 09:00,-6.6,,0,0,68,.4,,,0,1561,-5.5
288,밀양,2021-01-11 10:00,-5.2,,.1,0,62,.9,,,8,1891,-1.5
288,밀양,2021-01-11 11:00,-2.1,,1,110,51,.3,,,10,1975,.1
288,밀양,2021-01-11 12:00,-1.3,,.4,0,50,.3,,,9,1870,.9
288,밀양,2021-01-11 13:00,-.5,,.7,230,48,0,,,10,2000,.9
288,밀양,2021-01-11 14:00,.3,,.2,0,46,0,,,10,2000,1.6
288,밀양,2021-01-11 15:00,.6,,0,0,45,0,,,9,2000,.9
288,밀양,2021-01-11 16:00,.7,,0,0,45,0,,,10,1987,.6
288,밀양,2021-01-11 17:00,.6,,.1,0,47,0,,,10,1954,-.8
288,밀양,2021-01-11 18:00,-.3,,.5,290,52,0,,,10,1987,-.7
288,밀양,2021-01-11 19:00,-.4,,.1,0,52,,,,9,1789,-.9
288,밀양,2021-01-11 20:00,-.2,,0,0,51,,,,10,1975,-1.1
288,밀양,2021-01-11 21:00,-2,,.8,360,60,,,,10,1852,-1.9
288,밀양,2021-01-11 22:00,-2.7,,.7,20,62,,,,5,1615,-3.2
288,밀양,2021-01-11 23:00,-4.8,,0,0,71,,,,3,1013,-4.2
288,밀양,2021-01-12 00:00,-5.5,,.3,0,76,,,,7,1091,-4.8
288,밀양,2021-01-12 01:00,-6,,0,0,79,,,,1,861,-5.8
288,밀양,2021-01-12 02:00,-7.4,,0,0,82,,,,1,956,-6.7
288,밀양,2021-01-12 03:00,-8.4,,.1,0,84,,,,0,917,-7.3
288,밀양,2021-01-12 04:00,-8.3,,.1,0,83,,,,0,1174,-7.8
288,밀양,2021-01-12 05:00,-9.1,,0,0,84,,,,0,1156,-8.2
288,밀양,2021-01-12 06:00,-9.3,,0,0,84,,,,0,1138,-8.5
288,밀양,2021-01-12 07:00,-9.6,,0,0,86,,,,0,985,-8.7
288,밀양,2021-01-12 08:00,-9.6,,0,0,84,0,,,0,930,-8.7
288,밀양,2021-01-12 09:00,-6.5,,0,0,75,.6,,,0,1206,-6.2
288,밀양,2021-01-12 10:00,-4.3,,.1,0,63,1,,,0,1358,-.9
288,밀양,2021-01-12 11:00,-1.3,,.3,0,51,1,,,0,1933,2.2
288,밀양,2021-01-12 12:00,1.5,,.8,180,44,1,,,2,2000,7.3
288,밀양,2021-01-12 13:00,2.5,,.9,180,42,.9,,,2,1901,6.8
288,밀양,2021-01-12 14:00,3.3,,1.4,270,38,.4,,,7,2000,4.6
288,밀양,2021-01-12 15:00,3.7,,.7,340,36,1,,,5,1852,8.2
288,밀양,2021-01-12 16:00,4.1,,.2,0,34,1,,,3,1818,3.2
288,밀양,2021-01-12 17:00,3.1,,1.4,250,35,.1,,,0,2000,-.7
288,밀양,2021-01-12 18:00,1.2,,.1,0,41,0,,,7,1846,-1.2
288,밀양,2021-01-12 19:00,-1.4,,0,0,52,,,,0,1516,-2.2
288,밀양,2021-01-12 20:00,-1.6,,.1,0,55,,,,9,1255,-1.9
288,밀양,2021-01-12 21:00,-2.6,,.2,0,61,,,,0,1163,-3.2
288,밀양,2021-01-12 22:00,-3.3,,.2,0,65,,,,0,1108,-3.9
288,밀양,2021-01-12 23:00,-4.8,,.1,0,72,,,,0,978,-4.6
288,밀양,2021-01-13 00:00,-4.7,,0,0,71,,,,0,912,-5
288,밀양,2021-01-13 01:00,-5.4,,.1,0,75,,,,0,820,-5.4
288,밀양,2021-01-13 02:00,-5.4,,0,0,76,,,,5,748,-5.4
288,밀양,2021-01-13 03:00,-6.1,,.1,0,81,,,,0,699,-5.9
288,밀양,2021-01-13 04:00,-6.2,,0,0,80,,,,0,705,-6.2
288,밀양,2021-01-13 05:00,-7,,.1,0,84,,,,0,635,-6.5
288,밀양,2021-01-13 06:00,-6.5,,.1,0,83,,,,6,634,-6
288,밀양,2021-01-13 07:00,-6.9,,.2,0,85,,,,0,546,-6.6
288,밀양,2021-01-13 08:00,-6.7,,0,0,85,0,,,0,490,-6.5
288,밀양,2021-01-13 09:00,-4.4,,.1,0,78,.4,,,0,508,-3.5
288,밀양,2021-01-13 10:00,-1.1,,0,0,69,1,,,0,627,-.1
288,밀양,2021-01-13 11:00,2.1,,.3,0,55,1,,,0,859,4.2
288,밀양,2021-01-13 12:00,5.7,,.5,110,45,1,,,0,894,8.7
288,밀양,2021-01-13 13:00,8.9,,1.2,140,39,1,,,0,837,11.7
288,밀양,2021-01-13 14:00,10.9,,2.3,250,33,1,,,0,1000,12.7
288,밀양,2021-01-13 15:00,11.3,,2.5,230,32,1,,,0,1074,10.8
288,밀양,2021-01-13 16:00,11.2,,2.4,230,33,1,,,0,1093,7
288,밀양,2021-01-13 17:00,10.3,,1.6,250,35,0,,,0,1107,3.6
288,밀양,2021-01-13 18:00,10.1,,2.4,250,36,0,,,0,1196,1.7
288,밀양,2021-01-13 19:00,9.7,,1.5,230,39,,,,0,1250,.4
288,밀양,2021-01-13 20:00,6.4,,.1,0,51,,,,0,1017,-1.7
288,밀양,2021-01-13 21:00,.8,,.5,320,68,,,,0,821,-1.5
288,밀양,2021-01-13 22:00,-.1,,.2,0,72,,,,0,909,-2
288,밀양,2021-01-13 23:00,-.7,,.1,0,77,,,,0,806,-2.5
288,밀양,2021-01-14 00:00,-.4,,.3,0,80,,,,0,773,-2.8
288,밀양,2021-01-14 01:00,-1.3,,.3,0,80,,,,0,810,-3
288,밀양,2021-01-14 02:00,-2,,.2,0,84,,,,0,800,-3.4
288,밀양,2021-01-14 03:00,-2.8,,.2,0,86,,,,0,712,-3.8
288,밀양,2021-01-14 04:00,-3.3,,0,0,88,,,,0,713,-4.2
288,밀양,2021-01-14 05:00,-3.3,,0,0,91,,,,0,608,-4.6
288,밀양,2021-01-14 06:00,-4.4,,0,0,90,,,,0,624,-4.9
288,밀양,2021-01-14 07:00,-5.1,,.1,0,91,,,,0,504,-5.3
288,밀양,2021-01-14 08:00,-4.9,,.4,0,91,0,,,0,453,-5
288,밀양,2021-01-14 09:00,-.2,,.7,50,83,.6,,,0,596,-2.1
288,밀양,2021-01-14 10:00,2.3,,.7,50,73,1,,,0,676,2.3
288,밀양,2021-01-14 11:00,6.5,,.1,0,57,1,,,0,799,7.8
288,밀양,2021-01-14 12:00,10.1,,.3,0,39,1,,,0,1100,12.6
288,밀양,2021-01-14 13:00,12.1,,.5,230,24,1,,,0,1717,15.6
288,밀양,2021-01-14 14:00,12.8,,.3,0,12,1,,,0,1945,16.1
