지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),시정(10m),지면온도(°C)
288,밀양,2021-04-10 07:00,3.5,,.2,0,85,.4,,,0,1940,4.3
288,밀양,2021-04-10 08:00,5.7,,.3,0,74,1,,,0,1780,10.4
288,밀양,2021-04-10 09:00,8.8,,.6,110,56,1,,,0,1544,17
288,밀양,2021-04-10 10:00,11.5,,.3,0,42,1,,,6,1976,22.6
288,밀양,2021-04-10 11:00,13.3,,1.3,230,38,1,,,6,1760,26.9
288,밀양,2021-04-10 12:00,14.2,,1.1,230,31,1,,,6,1966,29.3
288,밀양,2021-04-10 13:00,15.9,,1.4,250,24,1,,,3,1800,33
288,밀양,2021-04-10 14:00,16.7,,1.5,180,27,1,,,2,1849,33.5
288,밀양,2021-04-10 15:00,17.5,,1.7,200,27,1,,,0,2000,32.5
288,밀양,2021-04-10 16:00,18.7,,1.3,200,26,1,,,7,2000,29.1
288,밀양,2021-04-10 17:00,16.8,,1.9,200,37,1,,,5,2000,24.3
288,밀양,2021-04-10 18:00,15.2,,2.6,180,40,1,,,6,1600,18.6
288,밀양,2021-04-10 19:00,13.5,,1.5,180,46,.3,,,0,2000,14.9
288,밀양,2021-04-10 20:00,12.5,,1.2,160,50,,,,0,2000,12.6
288,밀양,2021-04-10 21:00,9.6,,.1,0,70,,,,0,2000,10.9
288,밀양,2021-04-10 22:00,8.6,,.3,0,73,,,,0,1950,9.5
288,밀양,2021-04-10 23:00,7.4,,0,0,79,,,,0,2000,8.2
288,밀양,2021-04-11 00:00,6.9,,.1,0,80,,,,0,2000,7.1
288,밀양,2021-04-11 01:00,5.6,,.2,0,86,,,,0,1925,6.3
288,밀양,2021-04-11 02:00,5.4,,.1,0,87,,,,0,1841,5.7
288,밀양,2021-04-11 03:00,5.3,,.4,0,86,,,,0,1741,5.3
288,밀양,2021-04-11 04:00,4.9,,1.2,20,85,,,,0,1987,5.1
288,밀양,2021-04-11 05:00,3.7,,.2,0,92,,,,0,1208,4.5
288,밀양,2021-04-11 06:00,3.4,,.5,270,91,0,,,0,978,4.1
288,밀양,2021-04-11 07:00,4.5,,.2,0,86,.4,,,0,1561,5.5
288,밀양,2021-04-11 08:00,6.2,,.9,290,83,1,,,1,1524,11
288,밀양,2021-04-11 09:00,8.9,,.7,250,68,1,,,5,1573,17.4
288,밀양,2021-04-11 10:00,13.1,,1.6,160,40,1,,,0,1873,23.3
288,밀양,2021-04-11 11:00,15.9,,1.2,180,44,1,,,0,1686,28.7
288,밀양,2021-04-11 12:00,18.4,,2.1,140,28,1,,,0,1740,32.4
288,밀양,2021-04-11 13:00,20.1,,1.8,160,29,1,,,0,2000,34.6
288,밀양,2021-04-11 14:00,19.7,,1.4,160,27,1,,,0,1857,34.8
288,밀양,2021-04-11 15:00,20.5,,1.1,270,25,1,,,0,2000,34
288,밀양,2021-04-11 16:00,20.7,,1.7,180,22,1,,,8,1976,30.2
288,밀양,2021-04-11 17:00,20,,1.2,200,20,1,,,0,2000,26
288,밀양,2021-04-11 18:00,18.9,,1.4,200,21,1,,,0,2000,20.3
288,밀양,2021-04-11 19:00,17,,1,180,24,.3,,,0,2000,16.4
288,밀양,2021-04-11 20:00,14.7,,.2,0,36,,,,0,2000,13.6
288,밀양,2021-04-11 21:00,11.2,,.7,270,57,,,,7,1764,12
288,밀양,2021-04-11 22:00,10.8,,.5,270,55,,,,7,1962,10.7
288,밀양,2021-04-11 23:00,10.6,,.2,0,53,,,,8,2000,10
288,밀양,2021-04-12 00:00,9.4,,.1,0,63,,,,7,2000,9.7
288,밀양,2021-04-12 01:00,9,,.4,0,66,,,,10,2000,10
288,밀양,2021-04-12 02:00,9.4,,.1,0,61,,,,10,2000,9.6
288,밀양,2021-04-12 03:00,9.5,,.5,50,59,,,,10,2000,9.5
288,밀양,2021-04-12 04:00,9.2,,.7,50,60,,,,10,1987,9.2
288,밀양,2021-04-12 05:00,8.6,,.1,0,67,,,,10,2000,9.3
288,밀양,2021-04-12 06:00,8.7,,.1,0,64,0,,,10,2000,9.7
288,밀양,2021-04-12 07:00,9.4,,.7,50,60,0,,,10,1987,10.4
288,밀양,2021-04-12 08:00,9.6,,.6,290,61,0,,,10,1426,11.3
288,밀양,2021-04-12 09:00,10.4,,.1,0,56,0,,,10,1844,12.3
288,밀양,2021-04-12 10:00,10.5,.2,0,0,60,0,,,10,1583,13.9
288,밀양,2021-04-12 11:00,11.3,0,.3,0,69,0,,,10,1358,15.8
288,밀양,2021-04-12 12:00,11.4,0,.7,70,76,0,,,10,1187,16.7
288,밀양,2021-04-12 13:00,11.9,.8,.1,0,82,0,,,10,1172,16.9
288,밀양,2021-04-12 14:00,11.9,1.2,.1,0,87,0,,,10,728,16.4
288,밀양,2021-04-12 15:00,12.1,1,.2,0,89,0,,,10,821,16.6
288,밀양,2021-04-12 16:00,12.5,.2,.6,340,89,0,,,10,887,16.1
288,밀양,2021-04-12 17:00,12.6,1,.1,0,92,0,,,10,371,15
288,밀양,2021-04-12 18:00,12.7,2.1,.3,0,94,0,,,10,198,14.3
288,밀양,2021-04-12 19:00,13.2,1.6,.6,20,95,0,,,10,281,14
288,밀양,2021-04-12 20:00,13.9,1.7,.6,110,94,,,,10,673,14
288,밀양,2021-04-12 21:00,14.9,1.4,1.6,180,92,,,,10,182,14.4
288,밀양,2021-04-12 22:00,16,2.7,2.2,180,86,,,,10,1012,14.7
288,밀양,2021-04-12 23:00,15.5,2.3,2.6,180,88,,,,10,538,14.7
288,밀양,2021-04-13 00:00,15.2,.9,1.7,160,92,,,,10,483,14.7
288,밀양,2021-04-13 01:00,15.4,.4,2.6,160,91,,,,9,1036,14.9
288,밀양,2021-04-13 02:00,15.1,.3,2.5,160,93,,,,2,312,14.8
288,밀양,2021-04-13 03:00,15.4,.4,1.8,160,93,,,,10,798,14.9
288,밀양,2021-04-13 04:00,16,.1,1.1,180,92,,,,7,2000,15.1
288,밀양,2021-04-13 05:00,16,,.7,180,89,,,,9,2000,15
288,밀양,2021-04-13 06:00,15.8,,.1,0,90,0,,,7,1651,14.8
288,밀양,2021-04-13 07:00,16.1,,.2,0,85,0,,,7,2000,15.1
288,밀양,2021-04-13 08:00,17.3,,1.8,290,73,.6,,,6,1641,18.8
288,밀양,2021-04-13 09:00,17.2,,2.1,340,69,.7,,,8,1736,22.2
288,밀양,2021-04-13 10:00,18.4,,2.2,290,64,.9,,,8,1876,25.3
288,밀양,2021-04-13 11:00,18.8,,3.5,290,56,1,,,9,2000,26.5
288,밀양,2021-04-13 12:00,19,,3.7,290,57,.8,,,9,2000,26.2
288,밀양,2021-04-13 13:00,19.5,,2.6,290,54,.3,,,10,2000,27.3
288,밀양,2021-04-13 14:00,20.2,,2.5,320,47,1,,,7,2000,29
288,밀양,2021-04-13 15:00,20.6,,2.6,270,43,1,,,6,2000,29.8
288,밀양,2021-04-13 16:00,19.3,,1.9,290,43,.6,,,3,1987,22.8
288,밀양,2021-04-13 17:00,19.4,,2.9,320,41,.9,,,4,1600,22.1
288,밀양,2021-04-13 18:00,17.4,,3,290,37,.9,,,6,2000,18.1
288,밀양,2021-04-13 19:00,15.5,,3,290,34,.2,,,7,2000,14.8
288,밀양,2021-04-13 20:00,13.7,,1.5,340,38,,,,4,2000,12.5
288,밀양,2021-04-13 21:00,12.4,,2.9,290,40,,,,5,2000,11
288,밀양,2021-04-13 22:00,10.8,,1.5,290,49,,,,6,2000,10
288,밀양,2021-04-13 23:00,10.7,,1.5,320,50,,,,4,2000,9.4
288,밀양,2021-04-14 00:00,9.4,,2.7,320,50,,,,8,2000,8.5
288,밀양,2021-04-14 01:00,8.4,,3,320,52,,,,4,2000,7.8
288,밀양,2021-04-14 02:00,7.4,,2,320,54,,,,5,2000,7.2
288,밀양,2021-04-14 03:00,6.8,,1.2,320,52,,,,10,2000,7.1
288,밀양,2021-04-14 04:00,6.7,,1.9,340,52,,,,10,2000,6.9
288,밀양,2021-04-14 05:00,6.5,,1.9,320,52,,,,10,2000,6.8
288,밀양,2021-04-14 06:00,6.4,,1.8,340,55,0,,,10,2000,6.8
288,밀양,2021-04-14 07:00,6.7,,1.3,340,55,0,,,10,2000,7.6
288,밀양,2021-04-14 08:00,7.5,,1.4,320,48,0,,,10,2000,10
288,밀양,2021-04-14 09:00,8.4,,2.1,290,45,.1,,,10,2000,13.2
288,밀양,2021-04-14 10:00,9.9,,1.4,320,37,.8,,,10,2000,18.1
288,밀양,2021-04-14 11:00,12.7,,1.5,290,31,1,,,0,2000,25
288,밀양,2021-04-14 12:00,14.6,,1.6,360,24,1,,,0,1936,29.1
288,밀양,2021-04-14 13:00,15.2,,3.9,320,18,1,,,0,1976,30.5
288,밀양,2021-04-14 14:00,16.1,,3.5,290,23,1,,,0,1869,31.7
288,밀양,2021-04-14 15:00,16.3,,3.5,290,20,1,,,0,1883,30.8
288,밀양,2021-04-14 16:00,16.6,,2.7,320,18,1,,,0,2000,28.1
288,밀양,2021-04-14 17:00,16.4,,2.6,340,19,1,,,0,1867,23.6
288,밀양,2021-04-14 18:00,15.7,,2,290,19,1,,,0,2000,17.9
288,밀양,2021-04-14 19:00,13.2,,.7,270,29,.4,,,0,2000,14
288,밀양,2021-04-14 20:00,10.4,,.3,0,42,,,,0,2000,11.1
288,밀양,2021-04-14 21:00,10.2,,.3,0,42,,,,0,2000,9.5
288,밀양,2021-04-14 22:00,9,,.3,0,46,,,,0,2000,8.1
288,밀양,2021-04-14 23:00,7.2,,.2,0,55,,,,0,2000,7
288,밀양,2021-04-15 00:00,5.7,,.3,0,65,,,,0,2000,6.2
288,밀양,2021-04-15 01:00,4.6,,.6,340,70,,,,0,2000,5.5
288,밀양,2021-04-15 02:00,3.9,,.1,0,73,,,,0,2000,4.8
288,밀양,2021-04-15 03:00,4.8,,.3,0,65,,,,0,2000,4.5
288,밀양,2021-04-15 04:00,2.6,,.3,0,80,,,,6,1987,4
288,밀양,2021-04-15 05:00,2.4,,0,0,83,,,,5,1717,3.3
288,밀양,2021-04-15 06:00,2.4,,0,0,80,0,,,0,1687,3.2
288,밀양,2021-04-15 07:00,3.6,,.3,0,75,.5,,,0,1605,4.6
288,밀양,2021-04-15 08:00,5.7,,1,340,72,1,,,4,1448,10
288,밀양,2021-04-15 09:00,9.1,,.5,270,48,1,,,7,1494,15.7
288,밀양,2021-04-15 10:00,12.7,,1.2,200,33,1,,,6,1800,21.3
288,밀양,2021-04-15 11:00,14.6,,1,250,25,1,,,8,2000,25.1
288,밀양,2021-04-15 12:00,16.1,,1.6,110,22,1,,,7,2000,29
288,밀양,2021-04-15 13:00,17.1,,1.5,140,23,.9,,,8,2000,28.1
288,밀양,2021-04-15 14:00,17.8,,1.3,200,20,.8,,,7,2000,27.7
288,밀양,2021-04-15 15:00,17.5,,1.2,140,20,.3,,,9,2000,25.5
288,밀양,2021-04-15 16:00,18,,1.7,160,16,.4,,,9,2000,24.6
288,밀양,2021-04-15 17:00,17.5,,2.4,160,26,.6,,,7,1622,22.6
288,밀양,2021-04-15 18:00,15.9,,2.3,180,27,1,,,1,1709,17
288,밀양,2021-04-15 19:00,14,,1.6,200,31,.4,,,0,2000,13.2
288,밀양,2021-04-15 20:00,12.9,,.7,160,39,,,,0,2000,10.9
288,밀양,2021-04-15 21:00,8.9,,.4,0,62,,,,0,1987,9.2
288,밀양,2021-04-15 22:00,7.5,,0,0,68,,,,0,1707,7.8
288,밀양,2021-04-15 23:00,6.7,,.6,270,76,,,,0,1096,6.7
288,밀양,2021-04-16 00:00,6.3,,0,0,78,,,,0,1195,5.8
288,밀양,2021-04-16 01:00,5.6,,.3,0,82,,,,1,1035,5.4
288,밀양,2021-04-16 02:00,4.7,,.1,0,86,,,,0,793,4.9
288,밀양,2021-04-16 03:00,4.5,,.1,0,87,,,,0,756,4.4
288,밀양,2021-04-16 04:00,3.8,,.3,0,89,,,,0,716,4.4
288,밀양,2021-04-16 05:00,4.8,,.5,70,85,,,,3,1109,4.1
288,밀양,2021-04-16 06:00,3.4,,.2,0,90,0,,,5,579,4.2
288,밀양,2021-04-16 07:00,5.5,,.4,0,85,.4,,,7,970,7
288,밀양,2021-04-16 08:00,7.7,,.7,340,74,1,,,7,1431,13.6
288,밀양,2021-04-16 09:00,10.4,0,.4,0,67,.6,,,10,1498,16.9
288,밀양,2021-04-16 10:00,12.8,,.1,0,56,.1,,,10,1966,20.7
288,밀양,2021-04-16 11:00,16.3,,2.3,140,49,.8,,,8,1850,25.5
288,밀양,2021-04-16 12:00,17.3,,2.3,140,47,.7,,,8,1927,27
288,밀양,2021-04-16 13:00,17.3,,1.3,160,50,0,,,9,2000,22.3
288,밀양,2021-04-16 14:00,20.2,,1.4,180,45,.4,,,8,1987,31.7
288,밀양,2021-04-16 15:00,20.7,,2.8,180,43,1,,,8,1987,32.9
288,밀양,2021-04-16 16:00,20,,2,180,47,.8,,,8,2000,27.3
288,밀양,2021-04-16 17:00,19.4,,2.4,180,48,.3,,,7,2000,24.2
288,밀양,2021-04-16 18:00,18.6,,2.3,180,52,.4,,,8,2000,20.3
288,밀양,2021-04-16 19:00,17.3,,1.4,200,56,0,,,9,2000,17.2
288,밀양,2021-04-16 20:00,16.7,,1.3,180,59,,,,10,2000,15.9
288,밀양,2021-04-16 21:00,16.2,,.9,180,69,,,,10,1231,15.1
288,밀양,2021-04-16 22:00,16,,1.8,180,72,,,,10,1359,15.1
288,밀양,2021-04-16 23:00,14.1,,.9,290,76,,,,10,1584,14.4
288,밀양,2021-04-17 00:00,13.6,,.5,270,79,,,,0,1650,14.1
288,밀양,2021-04-17 01:00,13.3,,.1,0,82,,,,10,1502,13.6
288,밀양,2021-04-17 02:00,13.3,,0,0,83,,,,10,1486,13.6
288,밀양,2021-04-17 03:00,12.8,,.6,340,85,,,,10,1038,12.6
288,밀양,2021-04-17 04:00,12.4,,.8,270,82,,,,10,1189,11.9
288,밀양,2021-04-17 05:00,11.7,,.1,0,83,,,,10,994,11.3
288,밀양,2021-04-17 06:00,11,,.1,0,85,0,,,7,757,10
288,밀양,2021-04-17 07:00,11.1,,0,0,83,0,,,1,756,11.2
288,밀양,2021-04-17 08:00,13.6,,.8,140,66,.9,,,0,996,15.8
288,밀양,2021-04-17 09:00,15.2,,.9,140,51,1,,,5,1114,20.8
288,밀양,2021-04-17 10:00,16.9,,1.5,140,51,.8,,,8,1174,25.3
288,밀양,2021-04-17 11:00,19.4,,1.7,160,51,.8,,,7,1167,32.4
288,밀양,2021-04-17 12:00,19.4,,2.4,270,49,.6,,,6,1197,31.3
288,밀양,2021-04-17 13:00,19.4,,3.8,320,39,1,,,5,1366,35.1
288,밀양,2021-04-17 14:00,20.4,,4.1,290,31,1,,,6,1441,35.9
288,밀양,2021-04-17 15:00,18.9,,4.4,340,24,1,,,6,1031,32.5
288,밀양,2021-04-17 16:00,17.3,,4,340,24,.7,,,6,1215,27.4
288,밀양,2021-04-17 17:00,16.4,,5.2,290,14,1,,,7,1700,24.6
288,밀양,2021-04-17 18:00,14.8,,5.8,290,20,1,,,0,2000,17.6
288,밀양,2021-04-17 19:00,12.7,,3.8,290,28,.3,,,1,2000,13.8
288,밀양,2021-04-17 20:00,11.6,,2.4,290,29,0,,,0,2000,11.5
288,밀양,2021-04-17 21:00,10.9,,2.8,290,30,,,,0,2000,10
288,밀양,2021-04-17 22:00,9.6,,2.6,290,33,,,,0,2000,8.8
288,밀양,2021-04-17 23:00,8.4,,.9,290,34,,,,0,2000,7.4
288,밀양,2021-04-18 00:00,8.3,,.5,290,33,,,,0,2000,6.1
288,밀양,2021-04-18 01:00,5.8,,.1,0,48,,,,0,2000,5.1
288,밀양,2021-04-18 02:00,4.7,,.5,270,54,,,,0,2000,4.4
288,밀양,2021-04-18 03:00,3.9,,1,270,61,,,,0,2000,3.8
288,밀양,2021-04-18 04:00,3.9,,.3,0,59,,,,0,2000,3.8
288,밀양,2021-04-18 05:00,3.4,,.1,0,68,,,,0,2000,3.8
288,밀양,2021-04-18 06:00,3.1,,.7,320,72,0,,,1,2000,3.8
288,밀양,2021-04-18 07:00,4.6,,.3,0,67,.3,,,0,2000,5.6
288,밀양,2021-04-18 08:00,9.8,,1.2,290,47,1,,,8,2000,14.6
288,밀양,2021-04-18 09:00,10.1,,2.8,320,44,.4,,,9,2000,14
288,밀양,2021-04-18 10:00,11.8,,3.2,340,39,.8,,,6,2000,23.5
288,밀양,2021-04-18 11:00,13.1,,3.2,290,35,1,,,6,1936,31.5
288,밀양,2021-04-18 12:00,14.6,,2.6,340,33,1,,,3,1942,35.6
288,밀양,2021-04-18 13:00,15.8,,2.8,290,29,1,,,2,1608,37.1
288,밀양,2021-04-18 14:00,15.8,,1.5,320,29,.9,,,2,2000,31.3
288,밀양,2021-04-18 15:00,17.3,,1.7,20,27,1,,,0,2000,34.8
288,밀양,2021-04-18 16:00,17.2,,2.7,290,24,1,,,0,2000,31.7
288,밀양,2021-04-18 17:00,17.6,,2.3,340,23,1,,,0,2000,27
288,밀양,2021-04-18 18:00,17.1,,2.1,340,25,1,,,0,1833,19.6
288,밀양,2021-04-18 19:00,14.4,,.2,0,37,.5,,,0,2000,15
288,밀양,2021-04-18 20:00,11.7,,.9,270,50,0,,,0,2000,12.3
288,밀양,2021-04-18 21:00,10.4,,.3,0,55,,,,0,2000,10.3
288,밀양,2021-04-18 22:00,8.9,,.4,0,63,,,,0,2000,8.9
288,밀양,2021-04-18 23:00,8.2,,0,0,66,,,,0,2000,7.6
288,밀양,2021-04-19 00:00,7.5,,0,0,71,,,,0,2000,6.7
288,밀양,2021-04-19 01:00,6.2,,.1,0,77,,,,0,2000,5.9
288,밀양,2021-04-19 02:00,5.3,,0,0,77,,,,0,2000,5.1
288,밀양,2021-04-19 03:00,6,,.3,0,79,,,,0,2000,4.6
288,밀양,2021-04-19 04:00,4.2,,.4,0,84,,,,0,1987,3.8
288,밀양,2021-04-19 05:00,3.1,,.2,0,84,,,,0,1814,3.2
288,밀양,2021-04-19 06:00,2.8,,.2,0,88,0,,,0,1632,2.8
288,밀양,2021-04-19 07:00,4.5,,.2,0,82,.7,,,0,1769,5.3
288,밀양,2021-04-19 08:00,7.9,,.1,0,66,1,,,0,1692,12.7
288,밀양,2021-04-19 09:00,11.1,,.4,0,49,1,,,0,1788,19.9
288,밀양,2021-04-19 10:00,15.6,,1,140,31,1,,,0,1829,27.6
288,밀양,2021-04-19 11:00,17.4,,1.3,160,24,1,,,0,1736,33.6
288,밀양,2021-04-19 12:00,20.5,,2.5,290,20,1,,,0,2000,38.1
288,밀양,2021-04-19 13:00,21.4,,2.7,320,17,1,,,0,2000,40.1
288,밀양,2021-04-19 14:00,22.4,,2,290,18,1,,,0,2000,40.3
288,밀양,2021-04-19 15:00,22.8,,2,270,16,1,,,0,2000,38.8
288,밀양,2021-04-19 16:00,23.5,,3.5,290,15,1,,,0,1987,35.1
288,밀양,2021-04-19 17:00,23.7,,2.1,290,17,1,,,0,1875,29.8
288,밀양,2021-04-19 18:00,22.6,,2.3,290,16,1,,,0,1867,22.2
288,밀양,2021-04-19 19:00,19.7,,1.3,290,23,.5,,,0,2000,17.6
288,밀양,2021-04-19 20:00,16.8,,.7,270,32,0,,,0,2000,14.4
288,밀양,2021-04-19 21:00,15.6,,1.9,320,36,,,,0,852,12.7
288,밀양,2021-04-19 22:00,13.1,,.2,0,46,,,,0,1963,11
288,밀양,2021-04-19 23:00,11.5,,.1,0,53,,,,1,2000,9.5
288,밀양,2021-04-20 00:00,11.3,,.2,0,55,,,,1,2000,8.3
288,밀양,2021-04-20 01:00,9.6,,0,0,68,,,,0,1950,7.4
288,밀양,2021-04-20 02:00,9,,.2,0,68,,,,0,2000,6.9
288,밀양,2021-04-20 03:00,7.7,,.2,0,69,,,,0,1776,6.3
288,밀양,2021-04-20 04:00,7.8,,.2,0,71,,,,0,1771,6.1
288,밀양,2021-04-20 05:00,5.2,,.3,0,81,,,,0,1159,5.2
288,밀양,2021-04-20 06:00,5.6,,0,0,80,0,,,0,981,4.7
288,밀양,2021-04-20 07:00,7.1,,.1,0,75,.5,,,0,1128,7.4
288,밀양,2021-04-20 08:00,11,,.5,340,55,1,,,0,1360,14.1
288,밀양,2021-04-20 09:00,16.2,,.7,250,40,1,,,0,1161,21.7
288,밀양,2021-04-20 10:00,19.3,,.8,290,22,1,,,0,1936,29.4
288,밀양,2021-04-20 11:00,22.5,,1.2,90,18,1,,,0,2000,35.8
288,밀양,2021-04-20 12:00,23.7,,1.7,50,16,1,,,3,2000,39.5
288,밀양,2021-04-20 13:00,24.8,,1.4,290,18,1,,,6,1926,41.6
288,밀양,2021-04-20 14:00,25.4,,.8,250,17,1,,,6,2000,41.3
288,밀양,2021-04-20 15:00,25.4,,3,180,18,1,,,8,1729,35.7
288,밀양,2021-04-20 16:00,25.4,,1.8,180,19,1,,,7,1544,35
288,밀양,2021-04-20 17:00,24.2,,2.3,200,19,1,,,6,1514,30.4
288,밀양,2021-04-20 18:00,22.2,,2.1,200,23,.9,,,6,1573,23.6
288,밀양,2021-04-20 19:00,20.4,,2.1,180,24,.1,,,7,1596,19.3
288,밀양,2021-04-20 20:00,18.9,,1.1,110,30,0,,,9,1104,17.4
288,밀양,2021-04-20 21:00,16,,.3,0,47,,,,9,1436,15.7
288,밀양,2021-04-20 22:00,15.1,,.3,0,49,,,,10,1322,14.5
288,밀양,2021-04-20 23:00,14.2,,0,0,55,,,,7,1158,13.5
288,밀양,2021-04-21 00:00,12.4,,.4,0,62,,,,4,1128,11.7
288,밀양,2021-04-21 01:00,11.7,,.1,0,64,,,,8,1052,10.9
288,밀양,2021-04-21 02:00,11.2,,.3,0,66,,,,8,1014,10.5
288,밀양,2021-04-21 03:00,11.3,,.7,340,65,,,,7,1240,10.1
288,밀양,2021-04-21 04:00,11,,.8,20,65,,,,5,1210,9
288,밀양,2021-04-21 05:00,8.8,,.4,0,77,,,,6,845,8.4
288,밀양,2021-04-21 06:00,9,,.7,360,75,0,,,2,890,8
288,밀양,2021-04-21 07:00,9.7,,.5,340,74,.5,,,3,722,9.9
288,밀양,2021-04-21 08:00,12.7,,.8,50,61,1,,,0,1173,16
288,밀양,2021-04-21 09:00,15.3,,.6,320,50,1,,,0,1097,23.1
288,밀양,2021-04-21 10:00,19.3,,.7,200,37,1,,,0,1176,30.5
288,밀양,2021-04-21 11:00,22.4,,1,180,28,1,,,0,1449,36.6
288,밀양,2021-04-21 12:00,24.7,,1,110,27,1,,,3,1333,38.8
288,밀양,2021-04-21 13:00,27.2,,2,140,19,1,,,0,1649,42.7
288,밀양,2021-04-21 14:00,27.7,,2.5,180,19,1,,,2,1591,42.9
288,밀양,2021-04-21 15:00,27.8,,2.2,200,16,1,,,0,1622,40.3
288,밀양,2021-04-21 16:00,26.8,,2.5,180,15,1,,,3,1849,36
288,밀양,2021-04-21 17:00,24.7,,2,200,18,.9,,,6,1941,29.2
288,밀양,2021-04-21 18:00,24.2,,1.4,180,21,.7,,,8,2000,26
288,밀양,2021-04-21 19:00,23,,.8,180,21,0,,,10,2000,21.8
288,밀양,2021-04-21 20:00,19.8,,.4,0,37,0,,,10,1987,19.5
288,밀양,2021-04-21 21:00,18.7,,0,0,42,,,,9,1975,18.1
288,밀양,2021-04-21 22:00,17.7,,.3,0,46,,,,9,1830,17.1
288,밀양,2021-04-21 23:00,16.7,,.6,270,49,,,,10,1844,16.1
288,밀양,2021-04-22 00:00,16.3,,.3,0,56,,,,10,1658,15.4
288,밀양,2021-04-22 01:00,15.3,,.2,0,58,,,,10,1480,14.6
288,밀양,2021-04-22 02:00,14.4,,.3,0,64,,,,10,1409,14.4
288,밀양,2021-04-22 03:00,15.2,,.7,50,54,,,,10,1757,14.3
288,밀양,2021-04-22 04:00,15.1,,.4,0,55,,,,10,1478,14
288,밀양,2021-04-22 05:00,13.8,,.5,270,64,,,,9,1255,13.2
288,밀양,2021-04-22 06:00,13.5,,.9,290,63,0,,,8,1283,12.2
288,밀양,2021-04-22 07:00,13.3,,.7,320,69,0,,,10,1009,13.4
288,밀양,2021-04-22 08:00,15.4,,.9,270,55,0,,,10,1287,16.6
288,밀양,2021-04-22 09:00,17.5,,.7,270,49,.4,,,9,1378,24.3
288,밀양,2021-04-22 10:00,20,,.4,0,42,.1,,,9,1444,26.9
288,밀양,2021-04-22 11:00,22.6,,.9,270,30,.8,,,8,1788,37
288,밀양,2021-04-22 12:00,26.2,,1.3,160,22,.7,,,7,1932,42
288,밀양,2021-04-22 13:00,26.8,,1.1,110,20,.6,,,8,1962,36.9
288,밀양,2021-04-22 14:00,27.1,,2.8,110,16,.3,,,9,1966,34.6
288,밀양,2021-04-22 15:00,26.8,,2.6,140,16,.3,,,9,2000,34.1
288,밀양,2021-04-22 16:00,26,,2,110,18,0,,,10,2000,29.7
288,밀양,2021-04-22 17:00,25,,1.4,110,16,0,,,10,2000,25.2
288,밀양,2021-04-22 18:00,23.3,,1.8,160,24,0,,,10,2000,22.9
288,밀양,2021-04-22 19:00,22.6,,2.1,160,24,0,,,10,2000,20.8
288,밀양,2021-04-22 20:00,22.4,,1.1,70,21,0,,,10,1456,19.4
288,밀양,2021-04-22 21:00,22.2,,.9,70,20,,,,10,2000,18.6
288,밀양,2021-04-22 22:00,20.3,,.5,180,28,,,,10,2000,17.9
288,밀양,2021-04-22 23:00,19.4,,.5,70,34,,,,10,2000,16.8
288,밀양,2021-04-23 00:00,16.7,,.3,0,46,,,,9,2000,15.2
288,밀양,2021-04-23 01:00,15.8,,.2,0,51,,,,10,2000,14.8
288,밀양,2021-04-23 02:00,16.2,,.1,0,46,,,,10,2000,14.9
288,밀양,2021-04-23 03:00,16.6,,.2,0,41,,,,10,2000,14.7
288,밀양,2021-04-23 04:00,15.4,,.3,0,49,,,,10,2000,14.2
288,밀양,2021-04-23 05:00,15,,.5,340,53,,,,10,1963,13.8
288,밀양,2021-04-23 06:00,15.9,,.3,0,42,0,,,10,2000,13.8
288,밀양,2021-04-23 07:00,15.3,.1,5.2,50,52,0,,,10,1148,12.9
288,밀양,2021-04-23 08:00,16.2,0,1.7,20,45,0,,,10,1963,13.8
288,밀양,2021-04-23 09:00,16.4,,2.6,50,48,0,,,10,2000,16.1
288,밀양,2021-04-23 10:00,18.1,,1.8,20,45,0,,,10,2000,22.1
288,밀양,2021-04-23 11:00,18.5,,1.8,50,44,.2,,,10,2000,23.7
288,밀양,2021-04-23 12:00,19.1,,2,20,40,0,,,10,2000,24.8
288,밀양,2021-04-23 13:00,19.1,,1.4,20,42,0,,,10,2000,25.7
288,밀양,2021-04-23 14:00,19.9,,2,50,40,0,,,10,1950,30.4
288,밀양,2021-04-23 15:00,19.8,,2.4,50,39,.1,,,10,2000,29.9
288,밀양,2021-04-23 16:00,18.9,,2.9,20,44,.1,,,9,2000,28.3
288,밀양,2021-04-23 17:00,17.9,,2.8,20,43,0,,,10,2000,23.3
288,밀양,2021-04-23 18:00,16.6,,3.5,20,46,0,,,10,2000,19.9
288,밀양,2021-04-23 19:00,16,,2.2,20,46,0,,,10,2000,17.2
288,밀양,2021-04-23 20:00,15.7,,1.8,20,46,0,,,9,2000,15.9
288,밀양,2021-04-23 21:00,15.6,,1.7,20,44,,,,10,2000,15.2
288,밀양,2021-04-23 22:00,15.2,,1.6,20,49,,,,10,2000,14.6
288,밀양,2021-04-23 23:00,15,,2.3,20,50,,,,10,2000,14
288,밀양,2021-04-24 00:00,14.9,,1.6,20,51,,,,9,2000,13.8
288,밀양,2021-04-24 01:00,14.5,,2.1,360,52,,,,10,2000,13.4
288,밀양,2021-04-24 02:00,14.2,,1.4,360,57,,,,8,2000,12.5
288,밀양,2021-04-24 03:00,13.7,,.8,340,58,,,,9,2000,12.4
