"행정구역별(읍면동)",2021
"행정구역별(읍면동)",총인구 (명)
"서울특별시",9472127
"부산광역시",3324335
"대구광역시",2387911
"인천광역시",2957044
"광주광역시",1475262
"대전광역시",1479740
"울산광역시",1120753
"세종특별자치시",366227
"경기도",13652529
"강원도",1521890
"충청북도",1624764
"충청남도",2175960
"전라북도",1787053
"전라남도",1778124
"경상북도",2635314
"경상남도",3305931
"제주특별자치도",673107
