"죄종별(1)",죄종별(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021
"죄종별(1)",죄종별(2),계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상,계,마약류,마약류,마약류,마약류,본드·신나등,알코올,해당무,미상
"죄종별(1)",죄종별(2),소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계
"지능범죄",유가증권인지,2,-,-,-,-,-,-,2,-,16,-,-,-,-,-,-,14,2,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3,-,12,-,-,-,-,-,-,12,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"지능범죄",사기,7224,2,2,-,-,1,23,6114,1084,8237,-,-,-,-,1,56,6726,1454,7435,2,2,-,-,-,22,6116,1295,6168,2,2,-,-,-,13,5200,953,6919,2,-,-,2,-,57,5974,886,8049,4,2,2,-,4,35,7023,983,9161,1,1,-,-,-,53,8052,1055,6816,1,-,-,1,-,28,5967,820
"지능범죄",횡령,1426,-,-,-,-,2,8,1337,79,1556,1,1,-,-,-,10,1480,65,1485,-,-,-,-,-,12,1420,53,1416,-,-,-,-,-,8,1330,78,1389,1,-,1,-,-,16,1311,61,1272,-,-,-,-,-,9,1193,70,1299,-,-,-,-,-,20,1226,53,981,-,-,-,-,-,13,933,35
"지능범죄",배임,1,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,2,2,7,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,1,-
"풍속범죄",소계,839,-,-,-,-,-,5,806,28,953,-,-,-,-,-,5,923,25,1434,-,-,-,-,-,8,1396,30,1486,-,-,-,-,-,9,1386,91,1590,-,-,-,-,-,15,1510,65,1644,-,-,-,-,-,25,1538,81,2253,-,-,-,-,-,7,2098,148,2666,-,-,-,-,-,10,2463,193
"풍속범죄",성풍속범죄,801,-,-,-,-,-,5,769,27,892,-,-,-,-,-,5,864,23,1258,-,-,-,-,-,8,1222,28,1401,-,-,-,-,-,9,1305,87,1521,-,-,-,-,-,15,1444,62,1572,-,-,-,-,-,25,1467,80,2162,-,-,-,-,-,7,2011,144,2603,-,-,-,-,-,10,2402,191
"풍속범죄",도박범죄,38,-,-,-,-,-,-,37,1,61,-,-,-,-,-,-,59,2,176,-,-,-,-,-,-,174,2,85,-,-,-,-,-,-,81,4,69,-,-,-,-,-,-,66,3,72,-,-,-,-,-,-,71,1,91,-,-,-,-,-,-,87,4,63,-,-,-,-,-,-,61,2
"특별경제범죄",소계,978,-,-,-,-,-,17,721,240,1686,-,-,-,-,-,9,1218,459,839,-,-,-,-,-,9,624,206,642,-,-,-,-,-,8,493,141,588,-,-,-,-,-,13,503,72,730,-,-,-,-,-,17,620,93,555,-,-,-,-,-,10,464,81,388,-,-,-,-,-,4,306,78
"마약범죄",소계,46,34,-,20,14,-,-,10,2,61,9,-,6,3,-,-,45,7,43,9,-,3,6,-,-,31,3,38,12,1,1,10,-,-,25,1,56,28,1,8,19,-,-,25,3,71,36,1,14,21,1,-,33,1,132,83,33,14,36,-,-,40,9,180,76,37,12,27,-,-,96,8
"보건범죄",소계,26,-,-,-,-,-,1,23,2,31,-,-,-,-,-,-,26,5,33,-,-,-,-,-,1,27,5,34,-,-,-,-,-,1,27,6,18,-,-,-,-,-,-,15,3,25,-,-,-,-,-,-,23,2,54,1,1,-,-,-,7,44,2,239,-,-,-,-,-,1,214,24
"환경범죄",소계,4,-,-,-,-,-,-,3,1,5,-,-,-,-,-,-,3,2,14,-,-,-,-,-,-,12,2,5,-,-,-,-,-,-,4,1,2,-,-,-,-,-,-,2,-,5,-,-,-,-,-,-,5,-,1,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,2,-
"교통범죄",소계,9247,-,-,-,-,1,398,7596,1252,9022,-,-,-,-,1,383,7194,1444,9307,-,-,-,-,-,335,7494,1478,9338,-,-,-,-,-,327,7748,1263,7391,-,-,-,-,-,341,6233,817,7081,1,1,-,-,-,298,6128,654,7779,-,-,-,-,-,321,6747,711,6684,-,-,-,-,-,277,5794,613
"노동범죄",소계,1,-,-,-,-,-,-,-,1,12,-,-,-,-,-,-,12,-,6,-,-,-,-,-,-,6,-,3,-,-,-,-,-,-,2,1,5,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-
"안보범죄",소계,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,7,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,5,2,-,-,-,-,-,-,-,-,-
"선거범죄",소계,6,-,-,-,-,-,1,5,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,10,-,-,-,-,-,-,10,-,12,-,-,-,-,-,-,9,3,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,23,-,2,-,-,-,-,-,-,2,-
"병역범죄",소계,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타범죄",소계,7039,5,1,-,4,115,158,5899,862,7531,5,1,-,4,114,123,6112,1177,7723,2,-,-,2,138,126,6257,1200,7273,4,1,-,3,112,107,5850,1200,6562,-,-,-,-,53,132,5351,1026,6591,1,1,-,-,44,97,5316,1133,6962,1,-,-,1,14,149,5658,1140,6145,1,1,-,-,7,150,4947,1040
