"범죄별(1)",범죄별(2),범죄별(3),2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021
"범죄별(1)",범죄별(2),범죄별(3),합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상,합계,마약류,마약류,마약류,마약류,본드·신나 등 환각물질,알콜,해당무,미상
"범죄별(1)",범죄별(2),범죄별(3),소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계,소계,소계,마약,대마,향정신성의약품,소계,소계,소계,소계
"형법범",기타형법범죄,공무방해,13411,8,-,-,8,1,2608,10764,30,12478,18,3,-,15,-,1976,10440,44,12758,6,2,-,4,3,1852,10876,21,10569,3,-,-,3,3,1707,8828,28,9257,8,1,3,4,0,1654,7550,45,8982,8,1,2,5,1,1618,7322,33,8828,8,1,2,5,1,1664,7136,19,7372,6,-,2,4,-,1459,5888,19
"형법범",기타형법범죄,도주와범인은닉,438,-,-,-,-,-,29,385,24,489,1,1,-,-,-,35,431,22,416,-,-,-,-,-,20,382,14,357,-,-,-,-,-,17,329,11,245,0,0,0,0,0,28,216,1,293,0,0,0,0,0,27,254,12,263,-,-,-,-,-,18,238,7,214,-,-,-,-,-,28,182,4
"형법범",기타형법범죄,위증과증거인멸,720,1,1,-,-,-,1,654,64,666,2,1,-,1,-,1,610,53,551,-,-,-,-,-,-,483,68,497,1,1,-,-,-,1,446,49,432,2,1,0,1,0,0,392,38,422,0,0,0,0,0,1,375,46,294,1,1,-,-,-,-,278,15,298,1,-,-,1,-,-,278,19
"형법범",기타형법범죄,무고,876,3,1,-,2,-,7,789,77,844,-,-,-,-,-,8,761,75,847,-,-,-,-,-,7,766,74,759,2,2,-,-,-,5,681,71,786,4,0,1,3,0,9,708,65,714,2,1,1,0,0,5,653,54,789,3,1,-,2,-,7,737,42,732,2,1,-,1,-,9,696,25
"형법범",기타형법범죄,공안을해하는죄,6,-,-,-,-,-,-,6,-,58,-,-,-,-,-,1,56,1,30,-,-,-,-,-,1,29,-,125,1,1,-,-,-,-,123,1,79,0,0,0,0,0,0,74,5,283,0,0,0,0,0,2,280,1,358,-,-,-,-,-,-,358,-,314,5,-,-,5,-,-,306,3
"형법범",기타형법범죄,내란의죄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"형법범",기타형법범죄,음용수에관한죄,7,-,-,-,-,-,-,7,-,4,-,-,-,-,-,-,3,1,7,-,-,-,-,-,-,7,-,6,-,-,-,-,-,-,6,-,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,9,-,-,-,-,-,-,9,-,4,-,-,-,-,-,-,4,-
"형법범",기타형법범죄,일수와수리에관한죄,2,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,4,-,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,3,-
"형법범",기타형법범죄,기타,770,1,-,-,1,-,14,743,12,149,-,-,-,-,-,3,144,2,19,-,-,-,-,-,-,19,-,18,-,-,-,-,-,-,18,-,13,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,9,0,11,-,-,-,-,-,-,11,-,1,-,-,-,-,-,-,1,-
"특별법범",소계,소계,416403,2703,305,284,2114,221,70226,328296,14957,413831,736,110,87,539,143,65106,334162,13684,449196,632,91,63,478,114,60439,373772,14239,391516,683,103,74,506,113,56822,320472,13426,324663,3150,249,378,2523,157,53234,256618,11504,298654,3897,274,557,3066,211,42269,240728,11549,270961,3727,283,540,2904,104,42607,215871,8652,252919,3386,301,594,2491,98,40224,200810,8401
"특별법범",주요 특별법범,소계,270723,2604,269,276,2059,4,67896,198895,1324,269059,704,99,85,520,5,63028,204290,1032,282731,607,78,63,466,2,58326,222692,1104,237591,636,80,72,484,-,54370,181734,851,189184,3072,219,368,2485,3,50290,135322,497,161889,3791,237,542,3012,1,39395,118316,386,153747,3652,255,534,2863,-,39785,109964,346,137460,3301,279,581,2441,-,37414,96436,309
